insee;Pop1946;PSDC1962;PSDC1968;PSDC1975;PSDC1982;PSDC1990;TCAM7590;TCAM8290;POPEXH1999;PSDC82DF99;PSDC90DF99;TCAM8299;TCAM9099;POPMUN2006;TCAM9006;TCAM9906;POPMUN2007;TCAM9907;POPMUN2008;TCAM9908;POPMUN2009;TCAM9909;POPMUN2010;TCAM9010;TCAM9910;POPMUN2011;TCAM9911;TCAM0611;AREA;PERIMETER;Geo Shape;Geo Point
77492;674;578.0;572.0;524.0;526.0;613.0;1.05;1.93;653.0;526.0;613.0;1.28;0.7;728.0;1.08;1.57;741.75;1.6057;738;1.3689;732;1.14858;726;0.85;0.97;709.0;0.688009;-0.527514;26321478.4463;29732.11121814718;"{""type"": ""Polygon"", ""coordinates"": [[[3.391986358268159, 48.837375015222555], [3.378543936741172, 48.83986453113288], [3.354935311044315, 48.838282116872506], [3.352727693823895, 48.85431485362819], [3.361121388242065, 48.86197907983948], [3.35950693526081, 48.8650506374589], [3.326203091706264, 48.89942764995994], [3.330199223018051, 48.907959957190435], [3.361698351399877, 48.91955967387061], [3.367426505937495, 48.92880477995222], [3.375156971327012, 48.90878083848931], [3.370313330445541, 48.89528851866595], [3.38094971057151, 48.88753913650621], [3.382320406113391, 48.873631405231016], [3.38683271870145, 48.871746325697146], [3.405842070740903, 48.87588320285716], [3.398898010351741, 48.86641871147295], [3.395133590874099, 48.864344764401196], [3.392681876200905, 48.848317739941784], [3.397549567974566, 48.839766904787886], [3.391986358268159, 48.837375015222555]]]}";48.8785255196, 3.36521259688
77062;213;217.0;207.0;311.0;376.0;411.0;1.87;1.12;435.0;376.0;411.0;0.86;0.63;427.0;0.24;-0.26;436.9;0.0545;449;0.3526;461;0.582208;473;0.7;0.76;488.0;0.962682;2.706609;1615743.824343136;5322.1818037008;"{""type"": ""Polygon"", ""coordinates"": [[[2.710286596678183, 48.903927997808054], [2.707593676338137, 48.897635409863476], [2.692999270796189, 48.89993705023727], [2.687901759010067, 48.910652383043704], [2.703041341463073, 48.90900920877898], [2.710286596678183, 48.903927997808054]]]}";48.9042186439, 2.69939855845
94077;14794;22300.0;23074.0;21096.0;20512.0;20325.0;-0.25;-0.11;18293.0;20512.0;20325.0;-0.67;-1.16;18531.0;-0.58;0.18;18502.58;0.1425;18457;0.0992;18495;0.10988;18479;-0.47;0.09;18610.0;0.143274;0.085118;8325215.109666916;14635.8550613645;"{""type"": ""Polygon"", ""coordinates"": [[[2.411013730714345, 48.726048210603885], [2.386585087493331, 48.72009669573066], [2.370706732277136, 48.720175922532974], [2.37043736305298, 48.727864836593774], [2.380199999484633, 48.7289323115482], [2.389436277241549, 48.73667917335104], [2.399447150966739, 48.737620403168584], [2.40717699760607, 48.741877408183655], [2.436815319886735, 48.74515092792044], [2.445068586467738, 48.733820702074375], [2.44011395391029, 48.725432735857915], [2.435125455748563, 48.724096035161104], [2.423925775846974, 48.728818568266085], [2.411013730714345, 48.726048210603885]]]}";48.7320914576, 2.41037420069
94033;30860;37484.0;38962.0;46475.0;52627.0;51868.0;0.73;-0.18;50865.0;52627.0;51868.0;-0.2;-0.22;51727.0;-0.02;0.24;52143.05;0.3107;52848;0.4258;53258;0.460788;53145;0.12;0.4;52723.0;0.29942;0.382166;5592409.114266067;11325.49251526742;"{""type"": ""Polygon"", ""coordinates"": [[[2.467245943198051, 48.839088269853825], [2.447852027015208, 48.84481015467711], [2.456159814159428, 48.846512008596655], [2.455516394414247, 48.84940498673148], [2.447103397771503, 48.851156107610656], [2.454295126762971, 48.855416045949895], [2.481534079339179, 48.861409850048986], [2.496392095141792, 48.85990845268808], [2.499717550238719, 48.85567752564453], [2.491523260867017, 48.84763882832876], [2.467245943198051, 48.839088269853825]]]}";48.8511046382, 2.47395409774
78230;216;326.0;430.0;429.0;465.0;532.0;1.44;1.7;607.0;465.0;532.0;1.58;1.48;616.0;0.92;0.21;616.99;0.2043;618;0.1998;622;0.244411;618;0.75;0.16;607.0;0.0;-0.293931;3469764.195457125;8237.1037070045;"{""type"": ""Polygon"", ""coordinates"": [[[1.817965063734213, 48.92273757403852], [1.814567765432089, 48.92868479106846], [1.821258803685248, 48.94482227474468], [1.828202501401089, 48.95356902193243], [1.830224630775782, 48.9504860426982], [1.837116496939049, 48.937836335460766], [1.827724091401349, 48.929965401141416], [1.828971571034454, 48.926694930736986], [1.817965063734213, 48.92273757403852]]]}";48.9369496827, 1.82537874212
77405;991;1023.0;984.0;1026.0;1209.0;1467.0;2.41;2.45;1684.0;1209.0;1467.0;1.97;1.54;1772.0;1.19;0.73;1801.95;0.8498;1835;0.9587;1868;1.042359;1902;1.31;1.11;1903.0;1.024038;1.436677;19261315.6569;23925.81078748301;"{""type"": ""Polygon"", ""coordinates"": [[[3.140130511039785, 48.8864713784662], [3.133365601272707, 48.8913622810317], [3.141483999105456, 48.90781891405104], [3.155291514092467, 48.912900720109384], [3.161038498508922, 48.92269520486749], [3.189220870363558, 48.9422758942639], [3.217846915987711, 48.93229947973286], [3.210058941441966, 48.92012831507429], [3.201119831568292, 48.923327070748535], [3.198065858666357, 48.9204814711266], [3.189083856031447, 48.90082874446735], [3.193384475746553, 48.89452684715645], [3.187937688125988, 48.8893915536222], [3.167709510117788, 48.892443224344206], [3.160575056543838, 48.88748889196824], [3.140130511039785, 48.8864713784662]]]}";48.9119288243, 3.17472722013
77437;650;656.0;757.0;1122.0;2008.0;2721.0;6.07;3.87;2890.0;2008.0;2721.0;2.16;0.67;3327.0;1.26;2.03;3300.04;1.6723;3273;1.3924;3246;1.168443;3249;0.89;1.07;3231.0;0.933793;-0.583875;13960380.0162;16475.97166622374;"{""type"": ""Polygon"", ""coordinates"": [[[2.806359889910541, 49.01459332316311], [2.800648241985168, 49.017488361081156], [2.782012745720865, 49.02767971443828], [2.772426459725335, 49.027895716219454], [2.769159357535906, 49.033833054951785], [2.773976307038935, 49.039381130354066], [2.760515447345947, 49.042951727279046], [2.77287497816128, 49.04727375146559], [2.786975268422221, 49.04793799049387], [2.805349614006751, 49.0543622013378], [2.821153884292032, 49.05351458426423], [2.833658424611049, 49.0448286636673], [2.835401471124388, 49.03865378049913], [2.825266899752755, 49.026509577392986], [2.806359889910541, 49.01459332316311]]]}";49.0367930626, 2.80251354691
77112;261;277.0;214.0;222.0;222.0;236.0;0.41;0.77;227.0;222.0;236.0;0.13;-0.43;223.0;-0.35;-0.25;222.47;-0.2517;222;-0.2472;221;-0.267515;224;-0.26;-0.12;223.0;-0.148042;0.0;9587803.091895577;13603.67912257281;"{""type"": ""Polygon"", ""coordinates"": [[[2.586584971201825, 48.232338826025405], [2.57272376594561, 48.244337589564985], [2.576068103569985, 48.25562378515569], [2.584816160382239, 48.25345039054609], [2.630231513392097, 48.25956658827031], [2.628008702896883, 48.25376512552767], [2.633516928129957, 48.24634123188655], [2.630146315043913, 48.24481911686486], [2.615312310484079, 48.23593596828897], [2.605493107534132, 48.23421201460165], [2.586584971201825, 48.232338826025405]]]}";48.2459789311, 2.60246070694
91294;419;625.0;420.0;425.0;587.0;686.0;3.23;1.97;708.0;587.0;686.0;1.11;0.35;748.0;0.54;0.79;745.48;0.6469;745;0.5676;755;0.644807;766;0.55;0.72;776.0;0.767165;0.737699;17142791.7708;18539.57510323044;"{""type"": ""Polygon"", ""coordinates"": [[[2.072970578741461, 48.34021838198897], [2.061831565321016, 48.34351378085326], [2.057936762665727, 48.35676330521508], [2.044188706169026, 48.3607380742924], [2.053451153079345, 48.37572124423833], [2.050594006500893, 48.38511866264332], [2.071615030046241, 48.392590973541274], [2.095146068033067, 48.38409952355092], [2.108684008777182, 48.373522264035955], [2.109840665246827, 48.363426881939915], [2.096065492439825, 48.35889584254638], [2.072970578741461, 48.34021838198897]]]}";48.368305642, 2.07601234971
77236;269;258.0;231.0;220.0;248.0;289.0;1.83;1.93;320.0;248.0;289.0;1.51;1.14;322.0;0.68;0.09;332.78;0.4907;343;0.7742;354;1.014874;355;1.03;0.95;357.0;0.915959;2.085126;16421355.8476;22583.64926120751;"{""type"": ""Polygon"", ""coordinates"": [[[3.28282451053873, 48.38157456964116], [3.281402594311382, 48.37833910434425], [3.272181535872187, 48.37889144933123], [3.262484807440592, 48.389709439816414], [3.260683792043164, 48.40243472861396], [3.254312370199582, 48.4092320134604], [3.247372841816592, 48.4134031095715], [3.248090465686623, 48.41655940090148], [3.26218516068274, 48.42443702615662], [3.276458363701278, 48.439743565288296], [3.275517714020058, 48.4460072273925], [3.289867035869206, 48.45128088903497], [3.29794663298139, 48.44993842350679], [3.292844325491544, 48.44437338509377], [3.29170908118867, 48.43474103531728], [3.296043838374866, 48.429053536255545], [3.290930849896363, 48.428481412849294], [3.296970848887485, 48.416078237255036], [3.2952297687303, 48.40927216679026], [3.286228036453403, 48.4014401717239], [3.28282451053873, 48.38157456964116]]]}";48.4144765757, 3.27634735642
77512;719;777.0;758.0;762.0;786.0;955.0;1.51;2.46;1068.0;786.0;955.0;1.82;1.25;1135.0;1.08;0.87;1144.0;0.863;1136;0.6882;1142;0.672183;1141;0.89;0.6;1141.0;0.552498;0.105504;8929473.261028893;14347.70811815061;"{""type"": ""Polygon"", ""coordinates"": [[[3.35950693526081, 48.8650506374589], [3.349353706390032, 48.857220595682385], [3.339729448259426, 48.854811122498276], [3.332739089213381, 48.85924646797629], [3.307554175386025, 48.862011816933304], [3.322003098510987, 48.879771292054286], [3.317858363481213, 48.89322696056684], [3.326203091706264, 48.89942764995994], [3.35950693526081, 48.8650506374589]]]}";48.8731734921, 3.33324327712
77398;483;417.0;445.0;443.0;524.0;595.0;1.98;1.6;628.0;524.0;595.0;1.07;0.6;671.0;0.75;0.95;677.0;0.9436;682;0.9208;694;1.004328;696;0.79;0.94;699.0;0.896584;0.820984;14596515.8292;17834.70644714985;"{""type"": ""Polygon"", ""coordinates"": [[[3.297310624967422, 48.84881757822653], [3.277204426945933, 48.85784115550791], [3.263055185617672, 48.86013039833001], [3.278276272462096, 48.87734486576234], [3.271818988757066, 48.886217863163644], [3.282082343388026, 48.902903037828295], [3.293813691891486, 48.90049171552838], [3.293190948491693, 48.89406329006907], [3.300435289712178, 48.889710715258126], [3.313255369896004, 48.89436321191472], [3.317858363481213, 48.89322696056684], [3.322003098510987, 48.879771292054286], [3.307554175386025, 48.862011816933304], [3.297310624967422, 48.84881757822653]]]}";48.8758526374, 3.29342847866
91226;1848;2440.0;2876.0;5244.0;5600.0;5950.0;0.84;0.76;6104.0;5600.0;5950.0;0.51;0.28;6204.0;0.26;0.23;6219.0;0.2336;6206;0.1843;6273;0.273477;6295;0.28;0.28;6318.0;0.287566;0.364833;14371421.1947;20456.23568066213;"{""type"": ""Polygon"", ""coordinates"": [[[2.193217668168884, 48.480345189300074], [2.190824988516606, 48.47404032318638], [2.161588476199194, 48.47473716350894], [2.148651499246678, 48.48069083390284], [2.138377038947962, 48.48750810724177], [2.151481459270342, 48.501510991287326], [2.157859325953752, 48.4971841016623], [2.17804094116342, 48.49810813248439], [2.178339384663609, 48.504983440785665], [2.18809440691824, 48.51237350903098], [2.182278366422437, 48.51805527308053], [2.187298703016968, 48.51828762506547], [2.194862275092366, 48.515163420922114], [2.203466690733618, 48.51655284725087], [2.202780748343724, 48.50733604700948], [2.216642540512475, 48.4993045460556], [2.193217668168884, 48.480345189300074]]]}";48.4924832389, 2.17928848122
91533;809;1051.0;1105.0;1201.0;1253.0;1496.0;1.47;2.24;1662.0;1253.0;1496.0;1.68;1.18;1800.0;1.16;1.15;1798.19;0.9893;1797;0.8715;1795;0.772804;1806;0.95;0.76;1805.0;0.690195;0.055494;13427448.1461;26851.69016274802;"{""type"": ""Polygon"", ""coordinates"": [[[2.119967989396257, 48.32785429711381], [2.105052166286084, 48.33060375577401], [2.102947035256988, 48.34328346163957], [2.08744788499712, 48.34356095476653], [2.072970578741461, 48.34021838198897], [2.096065492439825, 48.35889584254638], [2.109840665246827, 48.363426881939915], [2.108684008777182, 48.373522264035955], [2.095146068033067, 48.38409952355092], [2.099304124056897, 48.38580468843706], [2.108316322928075, 48.38326360766581], [2.125646868132594, 48.386451779009285], [2.125023044925833, 48.3833521167495], [2.143300970707216, 48.38234297423508], [2.147547987175889, 48.37781197719461], [2.127348534817014, 48.37507374783474], [2.131710685297421, 48.36197862712033], [2.119967989396257, 48.32785429711381]]]}";48.3583856207, 2.11333214124
77385;1117;1223.0;1324.0;1448.0;1707.0;1751.0;1.27;0.32;2019.0;1707.0;1751.0;0.99;1.59;2083.0;1.09;0.45;2103.68;0.5149;2125;0.5702;2146;0.611898;2151;1.03;0.58;2146.0;0.509655;0.597709;10830194.6109;18785.33863736368;"{""type"": ""Polygon"", ""coordinates"": [[[3.220693511130591, 48.83114057340946], [3.226769501857478, 48.84377392887805], [3.22459180471465, 48.85381456926028], [3.209274366862877, 48.87093840009792], [3.205444834523607, 48.87816648831368], [3.220215560165089, 48.876008869658826], [3.22369223795978, 48.88236051808495], [3.233638795616395, 48.88069579374492], [3.244555259356039, 48.873749317319685], [3.241702999216271, 48.86725307147086], [3.259309165565722, 48.860570248818895], [3.254289177471757, 48.85971767107274], [3.250047591094626, 48.853467303934764], [3.246111609015297, 48.833806991672375], [3.220693511130591, 48.83114057340946]]]}";48.8579690039, 3.23286797694
77295;566;719.0;725.0;751.0;824.0;970.0;1.72;2.06;1153.0;824.0;970.0;2.0;1.94;1138.0;1.0;-0.19;1123.69;-0.3213;1105;-0.4714;1149;-0.034746;1194;1.04;0.32;1238.0;0.59451;1.698764;8996221.92167379;14191.93678714587;"{""type"": ""Polygon"", ""coordinates"": [[[2.728288538901328, 48.54671716174246], [2.724827924350641, 48.56588775493056], [2.71546438004142, 48.573044118818565], [2.710570476995296, 48.57313126531634], [2.722595901590187, 48.577882508732664], [2.735094923149907, 48.58056463137278], [2.753119065334147, 48.5733800766662], [2.762452753009251, 48.574676426724196], [2.765635512680465, 48.57227196338907], [2.763493986445113, 48.56322727843734], [2.756658874687683, 48.555459343565126], [2.76593423724106, 48.553948711673755], [2.728288538901328, 48.54671716174246]]]}";48.5645621495, 2.74111082771
77113;340;313.0;302.0;309.0;380.0;496.0;3.2;3.39;856.0;380.0;496.0;4.89;6.25;1063.0;4.88;3.14;1072.61;2.8599;1102;2.8466;1095;2.49296;1088;4.01;2.2;1081.0;1.963796;0.336393;14063676.8455;19084.13445339922;"{""type"": ""Polygon"", ""coordinates"": [[[3.191691627411387, 48.7162575825619], [3.178207691141497, 48.72012805298696], [3.162383394780424, 48.732697624608605], [3.157351580198953, 48.732335601054764], [3.165737606909538, 48.73567908857934], [3.172237993480462, 48.74418735227585], [3.17207186898527, 48.74742547149591], [3.159804697950222, 48.75199352251648], [3.160521848185399, 48.7552034353236], [3.16415938925908, 48.757015284122566], [3.171681571699205, 48.75281348516508], [3.196447019529598, 48.74828726637321], [3.204942186615877, 48.74002536863513], [3.234838938910752, 48.738621175962905], [3.234920860515009, 48.73264886086339], [3.231303134362575, 48.723202952182326], [3.217625315292628, 48.7194240832274], [3.197988265515842, 48.72074446569704], [3.191691627411387, 48.7162575825619]]]}";48.7336804794, 3.19577502632
77238;2000;2270.0;2536.0;2765.0;2700.0;3274.0;1.13;2.44;3423.0;2700.0;3274.0;1.41;0.5;3997.0;1.25;2.24;4085.0;2.2347;4158;2.1848;4193;2.049715;4188;1.24;1.85;4184.0;1.686991;0.918667;42559556.2103;41196.80412369362;"{""type"": ""Polygon"", ""coordinates"": [[[3.109698286512503, 48.862887323309344], [3.080716503456304, 48.86074302457288], [3.075518016851241, 48.86636714082765], [3.056432159129018, 48.86463299245985], [3.041865873569866, 48.87111401972803], [3.054004785613473, 48.87675680668711], [3.052757132377566, 48.88335823989544], [3.06167861180859, 48.88642058306283], [3.068998915904616, 48.89476203261883], [3.072657311946847, 48.89704406356448], [3.081259611819815, 48.894358653066554], [3.083678349849243, 48.897270685163114], [3.091844391789157, 48.92591565147471], [3.093901568546826, 48.93152545439367], [3.117080346580309, 48.93314170450245], [3.117060090298667, 48.93627114130246], [3.135774188770658, 48.93638629133315], [3.151151352526941, 48.943669828036704], [3.158305079999765, 48.93926324738636], [3.167052890502525, 48.94708385745254], [3.170297049890685, 48.949678118072555], [3.183537431434075, 48.94487457627511], [3.189220870363558, 48.9422758942639], [3.161038498508922, 48.92269520486749], [3.155291514092467, 48.912900720109384], [3.141483999105456, 48.90781891405104], [3.133365601272707, 48.8913622810317], [3.140130511039785, 48.8864713784662], [3.1215644212945, 48.877822404099284], [3.120827173494854, 48.87151900648204], [3.124598709925095, 48.86953665644737], [3.110624667071596, 48.86907375212934], [3.109698286512503, 48.862887323309344]]]}";48.9025410128, 3.11280532504
77108;14278;28382.0;33281.0;36516.0;41838.0;45365.0;1.45;1.02;45371.0;41838.0;45365.0;0.48;0.0;48616.0;0.43;0.99;51035.11;1.4814;52765;1.6916;52636;1.496357;52779;0.76;1.38;52817.0;1.274385;1.671423;16346574.2017;18575.52351178338;"{""type"": ""Polygon"", ""coordinates"": [[[2.62567883164549, 48.8741333244374], [2.615370951200536, 48.868713723679114], [2.614857258446845, 48.862596666905574], [2.605790983698672, 48.864653584074915], [2.600012180350103, 48.86632514189923], [2.58733163810703, 48.86500504965998], [2.567627225246847, 48.86587978045544], [2.570493588482706, 48.87865147284097], [2.559406443017836, 48.88533805272265], [2.566483871485326, 48.89024713529526], [2.586001468610839, 48.895163452631394], [2.585457702339202, 48.901789406178416], [2.591417597422749, 48.907151691003484], [2.592368235040986, 48.90770349754218], [2.612488578801799, 48.9043349840447], [2.626680032875393, 48.89422700294281], [2.629712956489977, 48.89159247382512], [2.622614481021432, 48.883098849459245], [2.622212259928947, 48.876514614758236], [2.62567883164549, 48.8741333244374]]]}";48.883962967, 2.59686448583
91654;452;381.0;419.0;508.0;522.0;551.0;0.54;0.68;561.0;522.0;551.0;0.42;0.2;634.0;0.88;1.76;644.51;1.7497;655;1.7362;657;1.592173;660;0.91;1.49;647.0;1.195636;0.406772;8996208.219668956;14845.6131320284;"{""type"": ""Polygon"", ""coordinates"": [[[2.444672047430658, 48.45263887700134], [2.412700367714457, 48.45627251706659], [2.407660084975854, 48.46065574026465], [2.399871546013018, 48.460418702930575], [2.403837375831907, 48.46972298791919], [2.385747754680922, 48.473328304147756], [2.391371982315157, 48.480689284867985], [2.400834819356814, 48.47794854085381], [2.41518271776247, 48.48113278334931], [2.436206338780356, 48.48030782569925], [2.436524087664635, 48.47717862280577], [2.445053291047977, 48.4754375162822], [2.441995942878931, 48.46902679440355], [2.444672047430658, 48.45263887700134]]]}";48.4683664138, 2.42068572026
77090;121;106.0;103.0;109.0;134.0;144.0;1.87;0.9;171.0;134.0;144.0;1.44;1.93;188.0;1.68;1.36;190.0;1.3257;200;1.7558;205;1.830007;213;1.98;2.02;220.0;2.121899;3.193648;6408118.33076516;10539.07368176034;"{""type"": ""Polygon"", ""coordinates"": [[[3.184240693459012, 48.54210816433558], [3.177836654341315, 48.54720943488881], [3.168207591164805, 48.54841985795875], [3.160009584774451, 48.556967954316676], [3.166461281893122, 48.565954596187936], [3.16558819866267, 48.572738374822215], [3.184531407427759, 48.570821465331164], [3.191239263406734, 48.56665497548531], [3.196070145104167, 48.56097096032818], [3.196861813651088, 48.54804304186627], [3.192211507548347, 48.54349886699882], [3.184240693459012, 48.54210816433558]]]}";48.5577472984, 3.17990030417
92051;60172;72773.0;70995.0;65983.0;64170.0;61768.0;-0.44;-0.48;59874.0;64170.0;61768.0;-0.41;-0.35;61471.0;-0.03;0.38;60453.98;0.1206;60341;0.0864;60501;0.10423;61754;0.0;0.28;61797.0;0.263785;0.105842;3666028.797391013;8702.53419651326;"{""type"": ""Polygon"", ""coordinates"": [[[2.279946531161416, 48.87857850316618], [2.259975318376459, 48.88019244458198], [2.255286342223402, 48.87435360532045], [2.245698308986733, 48.87646099663309], [2.253756950262531, 48.88688989505178], [2.271065300760704, 48.89840002027099], [2.284458220522186, 48.88563837078377], [2.279946531161416, 48.87857850316618]]]}";48.8853719688, 2.26642584746
77461;224;204.0;193.0;175.0;156.0;215.0;1.38;4.09;240.0;156.0;215.0;2.57;1.23;277.0;1.6;2.07;276.83;1.8006;277;1.6059;277;1.444114;277;1.27;1.31;275.0;1.140894;-0.144823;5210287.830870897;9461.32062766592;"{""type"": ""Polygon"", ""coordinates"": [[[3.157184171918307, 48.47787156716642], [3.162476515860583, 48.482857265925404], [3.161508435480943, 48.49807082682062], [3.163353323020588, 48.49936372065445], [3.172122996305713, 48.502967703564806], [3.18727998680189, 48.5017123390392], [3.190180711649275, 48.49904493337343], [3.199804078067697, 48.49884922072436], [3.200685834599104, 48.492271675470654], [3.181729080338064, 48.48192076673259], [3.157184171918307, 48.47787156716642]]]}";48.4916945564, 3.17799318925
92060;10118;18449.0;22590.0;22197.0;21239.0;21257.0;-0.29;0.01;21614.0;21239.0;21257.0;0.1;0.19;23312.0;0.58;1.09;23242.06;0.9119;24675;1.4825;26581;2.090097;27727;1.33;2.29;28113.0;2.21493;3.816296;3617437.8614658574;8166.08835233075;"{""type"": ""Polygon"", ""coordinates"": [[[2.279571324559527, 48.782486567608], [2.259721815485807, 48.773317036625315], [2.239880169599326, 48.77342628528506], [2.237456852049904, 48.77629800557541], [2.271715007168223, 48.7905246824363], [2.281984557146941, 48.78316666251781], [2.279571324559527, 48.782486567608]]]}";48.7804383642, 2.26064286011
77450;405;822.0;1174.0;1163.0;1526.0;1924.0;3.4;2.94;2791.0;1526.0;1924.0;3.62;4.22;2851.0;2.49;0.3;2880.68;0.3961;2910;0.465;2940;0.521451;2974;2.2;0.58;3104.0;0.889698;1.714976;7428090.360427418;11517.97000559324;"{""type"": ""Polygon"", ""coordinates"": [[[2.574345135090998, 48.70100031418579], [2.568804056429186, 48.70722262807706], [2.568123667533025, 48.708974097475824], [2.580405740364425, 48.722986299321384], [2.594679183112778, 48.731805120400885], [2.600915707459338, 48.727023161881995], [2.609143437774431, 48.72848948382096], [2.61518582057583, 48.716609558573715], [2.59486950236924, 48.702007216840265], [2.574345135090998, 48.70100031418579]]]}";48.7150535859, 2.59164264543
78245;120;151.0;136.0;167.0;198.0;260.0;2.99;3.46;300.0;198.0;260.0;2.47;1.6;411.0;2.9;4.6;420.11;4.299;429;4.0542;424;3.520047;418;2.4;3.06;412.0;2.678929;0.048615;3486184.796056549;8388.5514394048;"{""type"": ""Polygon"", ""coordinates"": [[[1.648473672413872, 48.951021035671516], [1.630992042609132, 48.95163211362953], [1.637029723080302, 48.95625174561319], [1.633989323322805, 48.96177525616082], [1.637113644451042, 48.96763869798374], [1.663794537455975, 48.969647733077835], [1.665963893296819, 48.970283446088374], [1.665907147554125, 48.96983313708424], [1.661278587244102, 48.96019437331713], [1.649356295700901, 48.954367658091506], [1.648473672413872, 48.951021035671516]]]}";48.9610924482, 1.64777778517
77290;242;286.0;363.0;374.0;378.0;492.0;1.84;3.35;496.0;378.0;492.0;1.61;0.09;581.0;1.04;2.29;593.79;2.2749;607;2.2693;617;2.206931;625;1.2;2.12;627.0;1.972286;1.535586;5573349.653203523;12217.90123675588;"{""type"": ""Polygon"", ""coordinates"": [[[3.209801327512209, 48.97130512589687], [3.198583075360053, 48.955893344068635], [3.189219662763894, 48.95320176526862], [3.185432215086914, 48.95556369892648], [3.197171945322345, 48.9798691928063], [3.194953745543182, 48.989440493352916], [3.209318174215811, 48.99378646481782], [3.223296688034664, 48.99045216604012], [3.224840872040311, 48.98732900662772], [3.216463707423921, 48.983657621096896], [3.209801327512209, 48.97130512589687]]]}";48.9758033075, 3.20315053013
91130;845;826.0;845.0;873.0;978.0;1036.0;1.14;0.72;1093.0;978.0;1036.0;0.66;0.6;1132.0;0.56;0.5;1137.0;0.4946;1136;0.4297;1133;0.360074;1143;0.49;0.41;1152.0;0.439072;0.350886;29124466.916;26474.52952083333;"{""type"": ""Polygon"", ""coordinates"": [[[2.050594006500893, 48.38511866264332], [2.045567328376061, 48.384475472579524], [2.027657489935221, 48.39683624109021], [2.001713279162918, 48.395603937502415], [2.005404289715671, 48.401177316438876], [2.020537159864253, 48.414979098106016], [2.017462878491295, 48.43483734438714], [2.020889499748031, 48.437420832805834], [2.038487964945285, 48.445877957119286], [2.051643425535985, 48.44677553855288], [2.063366858899248, 48.44306293278502], [2.075893259526124, 48.43204088044896], [2.106493061036836, 48.42777676967251], [2.108390984222614, 48.421088270187084], [2.09216136121646, 48.41302974141073], [2.076934914211517, 48.41199450825491], [2.071615030046241, 48.392590973541274], [2.050594006500893, 48.38511866264332]]]}";48.4167324924, 2.05158821673
75107;102559;99584.0;87811.0;74250.0;67461.0;62939.0;-1.09;-0.86;56988.0;67461.0;62939.0;-0.99;-1.1;56612.0;-0.66;-0.09;57410.18;0.0923;57082;0.0183;57442;0.079382;57974;-0.41;0.16;57786.0;0.115949;0.411355;3937950.686486203;7833.77769421734;"{""type"": ""Polygon"", ""coordinates"": [[[2.316633528047581, 48.846758713667256], [2.307341120736737, 48.84770356794504], [2.28978372807637, 48.85812314611537], [2.301556199832536, 48.86348063063825], [2.320781393695372, 48.86307865626878], [2.332852282604382, 48.859306333564724], [2.329309953608924, 48.85283816611756], [2.316633528047581, 48.846758713667256]]]}";48.8560825982, 2.31243868773
77053;3226;4689.0;6100.0;8706.0;10347.0;11501.0;1.87;1.33;13404.0;10347.0;11501.0;1.53;1.72;14943.0;1.65;1.56;15630.2;1.9392;15901;1.9162;16152;1.882405;16251;1.74;1.77;16075.0;1.525791;1.471163;20014584.7278;25217.98843628622;"{""type"": ""Polygon"", ""coordinates"": [[[2.597657740600991, 48.66637073774805], [2.593339784305333, 48.6645841055526], [2.584410191801359, 48.66732371457632], [2.584074003883712, 48.6771538351125], [2.580375775135249, 48.689481601152934], [2.571646658999661, 48.69202303722506], [2.577676761373485, 48.69901536084509], [2.574345135090998, 48.70100031418579], [2.59486950236924, 48.702007216840265], [2.61518582057583, 48.716609558573715], [2.616798004962261, 48.71362859518839], [2.649840967674313, 48.71543008305956], [2.655502289589823, 48.71024778156747], [2.644499678852368, 48.70337970003979], [2.640462698233879, 48.69365349083029], [2.639541111165652, 48.68346879540598], [2.65214746078104, 48.677263927221816], [2.65402667194369, 48.67037043826094], [2.644608309959961, 48.667419433613304], [2.638897754485173, 48.680246755360926], [2.628997270463455, 48.68194334220156], [2.618045629518198, 48.67496484831799], [2.603181637715935, 48.67212792954827], [2.597657740600991, 48.66637073774805]]]}";48.6920490316, 2.6140606052
95170;215;275.0;341.0;378.0;511.0;532.0;2.3;0.5;486.0;511.0;532.0;-0.29;-1.0;531.0;-0.01;1.27;537.0;1.2552;535;1.073;536;0.984066;545;0.12;1.05;557.0;1.142786;0.960649;6952686.735753525;11361.80797074626;"{""type"": ""Polygon"", ""coordinates"": [[[1.937802165256433, 49.02177632637226], [1.912473689832984, 49.04161205283498], [1.914067826299745, 49.04583496408474], [1.917817015119283, 49.05169590525155], [1.936473993559987, 49.048571308554585], [1.944537530003225, 49.05098045302903], [1.94961443466108, 49.041457020301365], [1.960950220512575, 49.03481127127348], [1.954947811869332, 49.024534654005805], [1.945607276798241, 49.025262323480774], [1.937802165256433, 49.02177632637226]]]}";49.0375647936, 1.93659110857
