Geometry X Y;Geometry;INSEE;lv1962;lv1968;lv1975;lv1982;lv1990;lv1999;lv2006;Lv2007;Lv2008;Lv2009
48.7803832912, 2.25998305599;"{""type"": ""Polygon"", ""coordinates"": [[[2.2819152852572, 48.78312538544391], [2.27885388419941, 48.78275516485354], [2.274302279751527, 48.7771053099388], [2.259422851476103, 48.77319331175225], [2.239219489191074, 48.772836059977166], [2.237267710479035, 48.77594586328752], [2.250396534871791, 48.78444574274563], [2.271876397270801, 48.79055710498176], [2.27392710015378, 48.78800515783716], [2.2819152852572, 48.78312538544391]]]}";92060;117.0;261.0;376.0;598.0;801.0;781.0;508.89;547.959798;582.58;653.780247
48.7666062207, 2.35284496441;"{""type"": ""Polygon"", ""coordinates"": [[[2.367843566172083, 48.77187531878281], [2.368623528527852, 48.757612637833454], [2.346100511528222, 48.7602246369264], [2.344059684367981, 48.75649280764252], [2.332647902418874, 48.76467637064238], [2.335858071815317, 48.773516291891546], [2.349939115747326, 48.771087468121536], [2.367372018968525, 48.77940236251996], [2.367843566172083, 48.77187531878281]]]}";94021;64.0;190.0;397.0;182.0;187.0;314.0;350.2;330.917002;372.69;402.072181
48.7514220886, 3.26270146917;"{""type"": ""Polygon"", ""coordinates"": [[[3.27882989643847, 48.76607782555164], [3.275830394357534, 48.75707312293429], [3.279952552706749, 48.754242061043534], [3.285902754082541, 48.74958792146232], [3.279705156327283, 48.73901810324311], [3.276734462321233, 48.74083238656781], [3.267025020693934, 48.73568695646507], [3.242158105712639, 48.73793804407302], [3.245359336389593, 48.74348847050453], [3.250207933709055, 48.744633343390774], [3.24924099865171, 48.75041181003101], [3.243312457202909, 48.75756537855986], [3.246402265449523, 48.770073815861046], [3.257633225743676, 48.76454247817126], [3.27882989643847, 48.76607782555164]]]}";77097;2.0;4.0;3.0;9.0;3.0;4.0;3.0;3.0;3.03;3.076923
48.7536411202, 2.4603527995;"{""type"": ""Polygon"", ""coordinates"": [[[2.468264073501022, 48.76228916014519], [2.473506711725044, 48.739612284468876], [2.484665280960781, 48.72913976275113], [2.475172864506284, 48.72760497189946], [2.472793866752637, 48.72751791837018], [2.472008106795026, 48.738498978640195], [2.46569469717852, 48.7418516132622], [2.462352444079011, 48.73747589674722], [2.457056512716446, 48.74010750363764], [2.462118800159244, 48.747278230697596], [2.453406407415144, 48.74903209686679], [2.449190933132882, 48.76114056305957], [2.442541101172615, 48.761884350032936], [2.435546508371097, 48.76721434203745], [2.44083446482107, 48.771858868079434], [2.466355553310241, 48.76590643293827], [2.468264073501022, 48.76228916014519]]]}";94074;196.0;102.0;140.0;257.0;152.0;241.0;110.81;110.933312;99.23;92.010426
48.7498709481, 2.61615236349;"{""type"": ""Polygon"", ""coordinates"": [[[2.640946503551172, 48.768811639928295], [2.636994659910702, 48.76321059070359], [2.643742320734184, 48.76331852593573], [2.651310943594515, 48.75772234964994], [2.64472670564711, 48.75533024574438], [2.619757188631742, 48.74120429805021], [2.609068000369623, 48.728388616083365], [2.602868379452757, 48.72564247195357], [2.594609506851612, 48.73192943896989], [2.595923734364818, 48.73630594511526], [2.585183546059026, 48.741788499569914], [2.601927897618896, 48.75323456485214], [2.597479177905204, 48.76073583025858], [2.614905310250914, 48.76106336379041], [2.631147503326583, 48.770456061182415], [2.640946503551172, 48.768811639928295]]]}";77249;18.0;81.0;239.0;53.0;93.0;55.0;65.34;65.67;66.0;66.069498
48.7353128605, 2.57664680781;"{""type"": ""Polygon"", ""coordinates"": [[[2.597479177905204, 48.76073583025858], [2.601927897618896, 48.75323456485214], [2.585183546059026, 48.741788499569914], [2.595923734364818, 48.73630594511526], [2.594609506851612, 48.73192943896989], [2.577333373761299, 48.721103971194324], [2.575512334070138, 48.71263661546373], [2.56780431916984, 48.70903743367859], [2.554135474928903, 48.715404257857614], [2.553431209275501, 48.722204127017235], [2.558042737768308, 48.735342681747035], [2.565015602363571, 48.73503215889381], [2.572847473954568, 48.7438740812635], [2.570297691385352, 48.75106457049176], [2.577116432776318, 48.75500721810621], [2.58213553644761, 48.75511342795282], [2.587375616751538, 48.76398690819961], [2.597479177905204, 48.76073583025858]]]}";94070;1.0;4.0;53.0;52.0;39.0;75.0;42.15;36.0;36.85;37.041096
48.7195865312, 2.95383844966;"{""type"": ""Polygon"", ""coordinates"": [[[2.968276313403591, 48.74898687405412], [2.966621207196868, 48.740695420717486], [2.972435854799022, 48.73604964311964], [2.965709429431941, 48.732013142951615], [2.978924586698308, 48.72788345969454], [2.999180022094201, 48.72796520822865], [3.005786363080355, 48.725930095355174], [3.00940904033283, 48.712338106948074], [2.977459682590493, 48.690057819861536], [2.965804302935792, 48.68675051151404], [2.96578111157955, 48.68706539669262], [2.965743090238635, 48.68728143997682], [2.964956381944314, 48.687366727368335], [2.964837206710909, 48.68761019837252], [2.964151657782574, 48.68770700524199], [2.963611309388175, 48.689359788345044], [2.961667838186819, 48.690558763561256], [2.960797305182384, 48.69168374158901], [2.96002447920455, 48.69268178241428], [2.946935509771635, 48.690945181774474], [2.946738675076614, 48.68707024204024], [2.942949004786348, 48.687054541101126], [2.932838534614049, 48.688678199164706], [2.926424853908435, 48.69096917424454], [2.914858469426259, 48.70208427805999], [2.918243151004251, 48.704558082827404], [2.910019494832469, 48.70780134238856], [2.905255174095956, 48.70891446378121], [2.924341278893047, 48.72280055407339], [2.92401111165052, 48.72823404554514], [2.909136652705178, 48.72795910820951], [2.913859159283061, 48.73196412693238], [2.912362580203519, 48.74127947744702], [2.932649809102991, 48.75262580462211], [2.937219364333403, 48.75606155685531], [2.941199689424323, 48.76015032947733], [2.949753625261388, 48.762208991844496], [2.955243407859745, 48.752979393918565], [2.965650105838845, 48.75317420373333], [2.968276313403591, 48.74898687405412]]]}";77264;12.0;22.0;17.0;25.0;32.0;18.0;18.0;18.238017;18.27;35.139173
48.7323184167, 3.42878198908;"{""type"": ""Polygon"", ""coordinates"": [[[3.467070967355167, 48.723245611285584], [3.458718801515312, 48.724191629664325], [3.449723072315201, 48.720070840849104], [3.426383659950034, 48.7038381084025], [3.419566970013002, 48.707797445700905], [3.410269368321742, 48.714612807310004], [3.412339973867438, 48.728065833836204], [3.404091660974781, 48.738387278745016], [3.388214067372834, 48.74372439132213], [3.39440844184743, 48.745978383420336], [3.399104420471513, 48.75510823139185], [3.408335877946143, 48.75238660622954], [3.423442146489089, 48.75405123617625], [3.428542614521694, 48.758391415045665], [3.436356611735923, 48.75311786701095], [3.438239248862437, 48.73922230617388], [3.44542377443567, 48.73639150278062], [3.469675163560969, 48.73795157712315], [3.467070967355167, 48.723245611285584]]]}";77424;6.0;2.0;9.0;7.0;11.0;3.0;7.47;7.233333;7.0;7.222222
48.7496662211, 2.35224232529;"{""type"": ""Polygon"", ""coordinates"": [[[2.368623528527852, 48.757612637833454], [2.36929608673764, 48.74613773478183], [2.362823406526518, 48.746094444746674], [2.353615086905424, 48.738803097683586], [2.337286303348689, 48.74184390370016], [2.330500685123039, 48.74816562680411], [2.337340767184955, 48.74822873601989], [2.344059684367981, 48.75649280764252], [2.346100511528222, 48.7602246369264], [2.368623528527852, 48.757612637833454]]]}";94065;16.0;190.0;53.0;56.0;43.0;64.0;68.0;68.361864;69.06;80.339853
48.7337246627, 2.63908689955;"{""type"": ""Polygon"", ""coordinates"": [[[2.673388672600023, 48.74405315513681], [2.661306482301538, 48.732469468318236], [2.651820238594376, 48.73289176850156], [2.649644802553375, 48.71553264800536], [2.617396184684865, 48.7131166379131], [2.609068000369623, 48.728388616083365], [2.619757188631742, 48.74120429805021], [2.64472670564711, 48.75533024574438], [2.65029071708439, 48.7490650711421], [2.666896049005191, 48.75331676922699], [2.673388672600023, 48.74405315513681]]]}";77180;2.0;7.0;16.0;15.0;12.0;12.0;13.0;13.0;13.0;13.088036
48.7093550912, 3.39345525517;"{""type"": ""Polygon"", ""coordinates"": [[[3.419566970013002, 48.707797445700905], [3.412751620356221, 48.69297751376357], [3.415410817825045, 48.68214191692635], [3.379973938539933, 48.6775080351265], [3.370371868308368, 48.680095973681325], [3.381309105854688, 48.711437771080625], [3.378867619232101, 48.7220636767928], [3.367939542190338, 48.72405190563068], [3.372006612563988, 48.7320373051394], [3.368968400983464, 48.74288425577377], [3.373649052853441, 48.74302158733846], [3.37298544700695, 48.7405363884852], [3.3872725968239, 48.73970391704535], [3.388214067372834, 48.74372439132213], [3.404091660974781, 48.738387278745016], [3.412339973867438, 48.728065833836204], [3.410269368321742, 48.714612807310004], [3.419566970013002, 48.707797445700905]]]}";77444;9.0;6.0;11.0;9.0;16.0;7.0;9.0;9.061644;9.18;6.477243
48.7331953428, 2.00618242842;"{""type"": ""Polygon"", ""coordinates"": [[[2.019096415457002, 48.741328671386434], [2.029964532953301, 48.72519843717342], [2.034120160424493, 48.72579409401789], [2.029236867093448, 48.72197705621952], [2.015956251493737, 48.724359455540004], [2.013362134738207, 48.71987370396099], [2.004101870740546, 48.72060240696247], [1.988534964513974, 48.729090010290626], [1.98417026106524, 48.73501182879394], [1.991599151930338, 48.74786733622488], [1.992115078271211, 48.74798580559196], [2.019096415457002, 48.741328671386434]]]}";78561;0.0;2.0;7.0;4.0;4.0;6.0;2.96;8.555199;8.28;8.0
48.7050790946, 3.34632763585;"{""type"": ""Polygon"", ""coordinates"": [[[3.370371868308368, 48.680095973681325], [3.349639556491462, 48.687081734465295], [3.336431641183534, 48.679365246483556], [3.331163058895211, 48.680085972649835], [3.328934662215402, 48.68392010890355], [3.328129560101278, 48.685534777062145], [3.322255838668891, 48.687745089244494], [3.308646025154941, 48.691252799272156], [3.311039633618846, 48.701826683835485], [3.305885551376728, 48.702985918424226], [3.305410735995479, 48.711416896186904], [3.311887011704211, 48.71806174808654], [3.353406324315084, 48.72127775145453], [3.356911970653877, 48.73051879261117], [3.362341869393571, 48.73158162165343], [3.365279699892818, 48.74271079193774], [3.368968400983464, 48.74288425577377], [3.372006612563988, 48.7320373051394], [3.367939542190338, 48.72405190563068], [3.378867619232101, 48.7220636767928], [3.381309105854688, 48.711437771080625], [3.370371868308368, 48.680095973681325]]]}";77066;7.0;3.0;5.0;12.0;10.0;12.0;9.0;9.131389;9.59;9.930483
48.7251944062, 2.35991047653;"{""type"": ""Polygon"", ""coordinates"": [[[2.370317094941325, 48.727675395143905], [2.370746867172608, 48.72004945189652], [2.367426940474783, 48.71396233601243], [2.371485623471588, 48.70750440870318], [2.356198942113119, 48.70554764659854], [2.353860677452691, 48.7017351189951], [2.351497016410166, 48.702706662668234], [2.355809067491969, 48.71639291257477], [2.344013088285454, 48.71679895662657], [2.350388863915558, 48.72431627102246], [2.343743852898135, 48.73506317252922], [2.350119705405305, 48.734316199638535], [2.353615086905424, 48.738803097683586], [2.362823406526518, 48.746094444746674], [2.36929608673764, 48.74613773478183], [2.370317094941325, 48.727675395143905]]]}";91479;58.0;115.0;120.0;137.0;166.0;155.0;168.75;165.375;162.0;163.072848
48.7126517625, 2.81592639403;"{""type"": ""Polygon"", ""coordinates"": [[[2.848909377414901, 48.72974790646937], [2.847034859850078, 48.724576392942566], [2.838358175127595, 48.70789712146645], [2.829949287420627, 48.708095765503096], [2.817808952144126, 48.69758109723506], [2.822159718576873, 48.69237369162572], [2.814274748318732, 48.683198338252346], [2.804184360618093, 48.67744884784357], [2.799885024704099, 48.68532624056265], [2.804139592714748, 48.69293481248109], [2.794299638421388, 48.69678780629027], [2.797942949829569, 48.705873906857434], [2.78442496014855, 48.715100599412104], [2.785918836467518, 48.71649760527846], [2.797682936808555, 48.72918452582186], [2.813180730156752, 48.72787968230529], [2.81749286842643, 48.73524472901591], [2.837481930236111, 48.7342952251361], [2.848909377414901, 48.72974790646937]]]}";77104;6.0;10.0;6.0;6.0;16.0;11.0;4.92;4.461538;4.0;4.062016
48.7147061512, 2.5923770065;"{""type"": ""Polygon"", ""coordinates"": [[[2.609068000369623, 48.728388616083365], [2.617396184684865, 48.7131166379131], [2.604851054894721, 48.71015224628999], [2.597181666630443, 48.70128517398833], [2.57439556833187, 48.700723539330205], [2.568638307235671, 48.707219198978564], [2.56780431916984, 48.70903743367859], [2.575512334070138, 48.71263661546373], [2.577333373761299, 48.721103971194324], [2.594609506851612, 48.73192943896989], [2.602868379452757, 48.72564247195357], [2.609068000369623, 48.728388616083365]]]}";77450;4.0;5.0;35.0;16.0;31.0;15.0;44.21;46.088242;42.54;39.0
48.7057813144, 2.54828007972;"{""type"": ""Polygon"", ""coordinates"": [[[2.56780431916984, 48.70903743367859], [2.568638307235671, 48.707219198978564], [2.553245137454685, 48.69815785465477], [2.544131695212543, 48.698651448922554], [2.531405486570162, 48.699420335393796], [2.526738686654028, 48.70469796846854], [2.529719869688728, 48.70616776102166], [2.554135474928903, 48.715404257857614], [2.56780431916984, 48.70903743367859]]]}";94047;16.0;39.0;60.0;43.0;79.0;91.0;86.12;87.643541;82.44;82.719363
48.6957941121, 2.23433114178;"{""type"": ""Polygon"", ""coordinates"": [[[2.259295311047425, 48.70652109884931], [2.268171145323033, 48.70406280660679], [2.264677368165704, 48.69608411795988], [2.258455577931927, 48.69617891427372], [2.24171307658083, 48.685374918847494], [2.233388687524153, 48.691410723931675], [2.224277129231933, 48.68420792415307], [2.204758558718951, 48.685140143448045], [2.204143772400223, 48.69159617093938], [2.209578678022732, 48.701584270704224], [2.235990971880624, 48.7009183306857], [2.246316467253531, 48.708202133248726], [2.259295311047425, 48.70652109884931]]]}";91661;23.0;63.0;92.0;165.0;121.0;151.0;123.52;119.0;119.54;119.455066
48.6852806054, 2.26648713386;"{""type"": ""Polygon"", ""coordinates"": [[[2.284751908111093, 48.69909865653467], [2.286042118582293, 48.68615877956501], [2.277002327441641, 48.67020138043091], [2.264795740180464, 48.670607954915866], [2.245224979683061, 48.67370531858316], [2.2457496073372, 48.68382249338001], [2.24171307658083, 48.685374918847494], [2.258455577931927, 48.69617891427372], [2.264677368165704, 48.69608411795988], [2.268171145323033, 48.70406280660679], [2.284751908111093, 48.69909865653467]]]}";91587;10.0;18.0;50.0;53.0;76.0;80.0;48.29;48.881826;74.27;80.632589
48.6857755456, 1.97126761576;"{""type"": ""Polygon"", ""coordinates"": [[[2.003458519139465, 48.688829036655974], [1.99637170291144, 48.688358410391324], [1.994903744608105, 48.68455906261706], [2.000553543163053, 48.68255253537951], [1.996522976758669, 48.68013948181428], [2.000951034034624, 48.667922504363226], [1.989292066108339, 48.67715000628065], [1.95911989580056, 48.67700884180331], [1.935136676628419, 48.68568564503572], [1.937916683197788, 48.68790765490498], [1.943211171276967, 48.69510234619717], [1.957830438908415, 48.6911951580757], [1.968485850402846, 48.69769596597791], [1.976485436797706, 48.69421439981992], [1.981299573972736, 48.697260110276645], [2.003458519139465, 48.688829036655974]]]}";78590;0.0;13.0;8.0;5.0;17.0;12.0;16.34;16.408511;20.33;20.665957
48.6764200699, 3.22607312067;"{""type"": ""Polygon"", ""coordinates"": [[[3.23458072615951, 48.6788573561509], [3.235961318176173, 48.665041588936276], [3.230593035259061, 48.65564090277612], [3.225205218909386, 48.656465588978385], [3.218389132879455, 48.66712185803228], [3.221542050579714, 48.68183748425033], [3.212623406851002, 48.68671800840315], [3.212618989928351, 48.6918802341416], [3.218290759718195, 48.69305949590115], [3.226411699766005, 48.69444417365365], [3.235020408081136, 48.68894447198166], [3.231115250209595, 48.6832644581188], [3.23458072615951, 48.6788573561509]]]}";77036;1.0;2.0;0.0;3.0;3.0;5.0;2.1;2.714286;2.86;3.0
48.6740746322, 2.01429540728;"{""type"": ""Polygon"", ""coordinates"": [[[2.020768087940803, 48.69650429652591], [2.029504434004773, 48.68305709724393], [2.037764754289606, 48.68026438805287], [2.033705976781347, 48.67999285442934], [2.029011565191348, 48.663928216484045], [2.028266591966875, 48.65708273150431], [2.011646455090787, 48.660066960606756], [2.011573448950471, 48.654617155370886], [2.004023560878165, 48.65307553252603], [1.996696869089009, 48.66065271291574], [2.000951034034624, 48.667922504363226], [1.996522976758669, 48.68013948181428], [2.000553543163053, 48.68255253537951], [1.994903744608105, 48.68455906261706], [1.99637170291144, 48.688358410391324], [2.003458519139465, 48.688829036655974], [2.01468268806258, 48.690138345082694], [2.019447606129106, 48.69694126615], [2.020768087940803, 48.69650429652591]]]}";78162;6.0;6.0;7.0;5.0;9.0;9.0;6.13;6.25862;19.98;21.991158
