Geometry X Y;Geometry;INSEE;lv1962;lv1968;lv1975;lv1982;lv1990;lv1999;lv2006;Lv2007;Lv2008;Lv2009
48.7796336441, 1.67728775006;"{""type"": ""Polygon"", ""coordinates"": [[[1.7266353939544, 48.79836726328707], [1.722714510661373, 48.797303029915994], [1.726876475278482, 48.78647979695214], [1.718786125722213, 48.778234611733794], [1.700560164666154, 48.78084126367401], [1.703407110815828, 48.77206194145695], [1.694263967462681, 48.775248251142926], [1.692823275219367, 48.76987128203218], [1.706419355527126, 48.76840948679233], [1.716536924619902, 48.76218786672018], [1.715060588432525, 48.75623544839112], [1.694663914049662, 48.757965917104165], [1.696764734626445, 48.760657658918745], [1.685143443371611, 48.76415301563001], [1.668260343290163, 48.76223860401509], [1.667000531605509, 48.7658913726433], [1.648193796982928, 48.76438533662756], [1.644455555694298, 48.76126007569289], [1.638410636412808, 48.76552186539187], [1.629646912886159, 48.76094429455171], [1.619807863007148, 48.77163852555805], [1.636989704902328, 48.77563034996754], [1.640665953300672, 48.77934002522168], [1.632892874328266, 48.786297884694704], [1.640744395360272, 48.79220958965508], [1.703179815752204, 48.79952536915816], [1.7266353939544, 48.79836726328707]]]}";78263;18.0;9.0;36.0;44.0;45.0;29.0;33.04;32.520325;32.0;32.542373
48.7751740471, 1.99426026342;"{""type"": ""Polygon"", ""coordinates"": [[[1.994318957363252, 48.79919758378066], [1.99864008741648, 48.79432737816773], [2.01914904430506, 48.79057343133659], [2.024049635815776, 48.78394129751736], [2.023533586289023, 48.77918387663262], [2.010768738230063, 48.775504779650866], [2.014985191546109, 48.77152395929218], [2.00696585236157, 48.76717182602977], [2.011170453277742, 48.76195376057223], [1.992115078271211, 48.74798580559196], [1.991599151930338, 48.74786733622488], [1.973524698429859, 48.75371040686095], [1.979952042290343, 48.762067073679916], [1.970962131788797, 48.76558173302329], [1.976407791822795, 48.77437609366687], [1.970493145556935, 48.78434785434637], [1.986512212293936, 48.799635265071565], [1.994318957363252, 48.79919758378066]]]}";78621;60.0;298.0;411.0;1144.0;787.0;1240.0;618.21;599.408942;636.22;749.102295
48.7722260332, 2.1243159813;"{""type"": ""Polygon"", ""coordinates"": [[[2.148088902000632, 48.78778440375868], [2.145419503569237, 48.7706127488751], [2.141197415043283, 48.77179262163199], [2.132608917933974, 48.76607613298045], [2.123341501388045, 48.75420667220181], [2.106394543606109, 48.75738406773461], [2.101557628122478, 48.75631303313983], [2.105551854152909, 48.780664659981475], [2.124291952123905, 48.780044683582496], [2.140746611091241, 48.7929698304838], [2.148088902000632, 48.78778440375868]]]}";78117;9.0;12.0;33.0;75.0;60.0;82.0;47.0;46.934419;47.2;72.153567
48.765258481, 3.21300400322;"{""type"": ""Polygon"", ""coordinates"": [[[3.243369697697531, 48.78733848385605], [3.246402265449523, 48.770073815861046], [3.243312457202909, 48.75756537855986], [3.24924099865171, 48.75041181003101], [3.250207933709055, 48.744633343390774], [3.245359336389593, 48.74348847050453], [3.242158105712639, 48.73793804407302], [3.234859929071608, 48.73886824333883], [3.213845584210104, 48.74154132252244], [3.209476601394009, 48.73839103602538], [3.201215210920309, 48.741588719379116], [3.199745492270478, 48.74215767605513], [3.203245852856258, 48.74630092397088], [3.192553313452274, 48.75032948753049], [3.188787121098915, 48.749591889606826], [3.181261644766333, 48.75331725234637], [3.171602039974152, 48.7515088702814], [3.164253714021803, 48.756985503053755], [3.192500642230693, 48.7725961244923], [3.170954100820386, 48.78184824597713], [3.178141806289703, 48.78843251099594], [3.218310238416555, 48.7894508036308], [3.243369697697531, 48.78733848385605]]]}";77116;20.0;31.0;27.0;30.0;29.0;29.0;37.42;36.710527;36.0;36.500868
48.7745486794, 3.16070350271;"{""type"": ""Polygon"", ""coordinates"": [[[3.164253714021803, 48.756985503053755], [3.160894176873708, 48.755346096119126], [3.155259156342274, 48.76337282842425], [3.150079747881247, 48.762753420116134], [3.138406232001173, 48.77277380955815], [3.134462753718462, 48.787352689423244], [3.162891466072891, 48.788022478840325], [3.178141806289703, 48.78843251099594], [3.170954100820386, 48.78184824597713], [3.192500642230693, 48.7725961244923], [3.164253714021803, 48.756985503053755]]]}";77278;6.0;3.0;9.0;8.0;9.0;7.0;13.08;13.076469;17.38;17.690418
48.7770436139, 2.29612062086;"{""type"": ""Polygon"", ""coordinates"": [[[2.31050504189662, 48.7848891393821], [2.306794388762485, 48.777415263175484], [2.314183064602216, 48.77672450963089], [2.312348464937914, 48.77211085992833], [2.290218130068327, 48.766555462687904], [2.286905316294394, 48.77368530130984], [2.279257585034534, 48.77490470188165], [2.27885388419941, 48.78275516485354], [2.2819152852572, 48.78312538544391], [2.303156056736354, 48.78539082031562], [2.31050504189662, 48.7848891393821]]]}";92071;154.0;263.0;483.0;458.0;372.0;490.0;490.61;482.087972;481.86;498.276131
48.7698879891, 3.03888469398;"{""type"": ""Polygon"", ""coordinates"": [[[3.028576901893593, 48.761820487409935], [3.038567135214995, 48.78250667622171], [3.048632200686806, 48.77642779792425], [3.044184308231503, 48.77270533108942], [3.046298973478776, 48.76642392134953], [3.040655966035358, 48.75987590848395], [3.028576901893593, 48.761820487409935]]]}";77281;14.0;16.0;16.0;5.0;11.0;9.0;15.0;15.0;15.15;15.364079
48.764069455, 2.41648037619;"{""type"": ""Polygon"", ""coordinates"": [[[2.42802641011934, 48.776141420844354], [2.432404103532158, 48.766513590782466], [2.435546508371097, 48.76721434203745], [2.442541101172615, 48.761884350032936], [2.433974811594054, 48.76349270622379], [2.426569692629617, 48.760585155628846], [2.427653879278123, 48.75096207632784], [2.406003931974205, 48.75104029544165], [2.39794423079905, 48.76592788070481], [2.403781457544491, 48.76694975506344], [2.398689922411065, 48.77485725342835], [2.412050043074104, 48.774336596085725], [2.41480312359213, 48.777356296092485], [2.42802641011934, 48.776141420844354]]]}";94022;321.0;447.0;862.0;907.0;1010.0;1324.0;985.41;1023.767584;1017.37;1042.997016
48.7546437378, 1.65378181103;"{""type"": ""Polygon"", ""coordinates"": [[[1.619807863007148, 48.77163852555805], [1.629646912886159, 48.76094429455171], [1.638410636412808, 48.76552186539187], [1.644455555694298, 48.76126007569289], [1.648193796982928, 48.76438533662756], [1.667000531605509, 48.7658913726433], [1.668260343290163, 48.76223860401509], [1.685143443371611, 48.76415301563001], [1.696764734626445, 48.760657658918745], [1.694663914049662, 48.757965917104165], [1.680955723266918, 48.751610690255944], [1.675230389511364, 48.74341191215027], [1.668886329678388, 48.740937774492004], [1.657717200179249, 48.74636647463322], [1.646984663691255, 48.742686775961374], [1.630537257554691, 48.74517597697166], [1.632511920371385, 48.74208559746077], [1.623294442032824, 48.74008572451022], [1.625111572794777, 48.748982245548056], [1.620133702383806, 48.76035425753565], [1.623728902979089, 48.76195959765896], [1.615119820252358, 48.772175495135656], [1.619807863007148, 48.77163852555805]]]}";78096;1.0;11.0;13.0;18.0;19.0;13.0;16.0;16.131148;16.07;10.582673
48.748704458, 1.87577885689;"{""type"": ""Polygon"", ""coordinates"": [[[1.893778938019732, 48.765235810574104], [1.895296619205367, 48.74291238814886], [1.903930916482696, 48.73822427465757], [1.869589966630746, 48.73214430621982], [1.853834829407917, 48.73346349999523], [1.853199794101608, 48.74985486115569], [1.859007442332931, 48.7596906164085], [1.867626058284667, 48.7602210329054], [1.86903204909893, 48.76547866430996], [1.886541706398338, 48.76676321937096], [1.889786491567371, 48.770517031741804], [1.893778938019732, 48.765235810574104]]]}";78576;3.0;2.0;13.0;15.0;17.0;25.0;25.0;25.259068;25.35;15.390597
48.7570765536, 2.32667358678;"{""type"": ""Polygon"", ""coordinates"": [[[2.332647902418874, 48.76467637064238], [2.344059684367981, 48.75649280764252], [2.337340767184955, 48.74822873601989], [2.330500685123039, 48.74816562680411], [2.323673159928667, 48.75213984289308], [2.320723110109879, 48.74879417512378], [2.31163706465821, 48.75292920374414], [2.311337762855004, 48.75313597024748], [2.310943154466131, 48.75354055548671], [2.311106156682348, 48.753927490336004], [2.315765643685406, 48.7666619353928], [2.332647902418874, 48.76467637064238]]]}";94034;176.0;450.0;465.0;406.0;416.0;502.0;389.89;372.338059;427.35;461.297048
48.7386196563, 2.0951700199;"{""type"": ""Polygon"", ""coordinates"": [[[2.104512402685575, 48.73810874182302], [2.098045652884176, 48.73426444698375], [2.11246672522581, 48.722854986381954], [2.107477517637976, 48.71767093683117], [2.104162955069588, 48.722703429361296], [2.081209398384934, 48.73012718506691], [2.088038648324459, 48.74539405137852], [2.07847569412175, 48.753960857660424], [2.088451008442854, 48.752679098710985], [2.101557628122478, 48.75631303313983], [2.106394543606109, 48.75738406773461], [2.098303808997615, 48.74564083847269], [2.105810560471337, 48.74255380825145], [2.104512402685575, 48.73810874182302]]]}";78143;1.0;12.0;23.0;25.0;18.0;14.0;29.7;31.35;33.0;33.122223
48.7397269581, 2.55557141726;"{""type"": ""Polygon"", ""coordinates"": [[[2.570297691385352, 48.75106457049176], [2.572847473954568, 48.7438740812635], [2.565015602363571, 48.73503215889381], [2.558042737768308, 48.735342681747035], [2.553431209275501, 48.722204127017235], [2.536737464017107, 48.728133922611775], [2.552708847782166, 48.7468187018923], [2.543470409790522, 48.74883223244228], [2.55701339127177, 48.75466115543772], [2.570297691385352, 48.75106457049176]]]}";94048;0.0;10.0;45.0;94.0;210.0;55.0;54.47;43.0;32.0;31.963822
48.7322533708, 1.67376416333;"{""type"": ""Polygon"", ""coordinates"": [[[1.675230389511364, 48.74341191215027], [1.711408206125289, 48.73625100438751], [1.715851585517438, 48.710276581752495], [1.709421850892438, 48.71262448858212], [1.695868806391268, 48.712989680402316], [1.695080303858777, 48.722508824583336], [1.687152339545937, 48.72697835656966], [1.674552662452641, 48.72689678278532], [1.667874480697071, 48.73225356280139], [1.650834017985079, 48.73568645665908], [1.638622751274767, 48.73198804923898], [1.620819073638293, 48.725960068962756], [1.616561891833661, 48.729899163424896], [1.620590837997894, 48.73615677019193], [1.623294442032824, 48.74008572451022], [1.632511920371385, 48.74208559746077], [1.630537257554691, 48.74517597697166], [1.646984663691255, 48.742686775961374], [1.657717200179249, 48.74636647463322], [1.668886329678388, 48.740937774492004], [1.675230389511364, 48.74341191215027]]]}";78171;10.0;8.0;9.0;10.0;19.0;29.0;27.49;27.979592;24.18;27.590096
48.7275213335, 2.27610697524;"{""type"": ""Polygon"", ""coordinates"": [[[2.304104485310806, 48.72950125165537], [2.30148798041557, 48.719554526300364], [2.294114641003839, 48.712016098897855], [2.267091539078268, 48.71827064333821], [2.250565320857627, 48.726280813533286], [2.235067071037149, 48.72758993296095], [2.241786511126885, 48.73235290238008], [2.238204569760726, 48.73571313621852], [2.267921253202721, 48.7374436428169], [2.274551840935246, 48.74072082256988], [2.279849974988259, 48.73277402894343], [2.302451940539998, 48.74074167369739], [2.304104485310806, 48.72950125165537]]]}";91377;195.0;522.0;650.0;722.0;516.0;1062.0;539.53;641.039462;709.31;810.206491
48.7309529342, 2.19957804984;"{""type"": ""Polygon"", ""coordinates"": [[[2.204022513603132, 48.73711721173934], [2.21670498647382, 48.73803058016878], [2.212663149798924, 48.72867379101851], [2.203684850738331, 48.721019809151], [2.181808512715943, 48.72804242721699], [2.190597398227975, 48.73927700302016], [2.204022513603132, 48.73711721173934]]]}";91635;13.0;22.0;27.0;18.0;23.0;32.0;28.32;27.658536;27.0;26.93325
48.7208706468, 2.53060520841;"{""type"": ""Polygon"", ""coordinates"": [[[2.536737464017107, 48.728133922611775], [2.553431209275501, 48.722204127017235], [2.554135474928903, 48.715404257857614], [2.529719869688728, 48.70616776102166], [2.518711461849695, 48.7128315305341], [2.510036418638413, 48.73475138452508], [2.516969925706221, 48.7385355642912], [2.529655181389934, 48.72806520656567], [2.536737464017107, 48.728133922611775]]]}";94075;19.0;72.0;181.0;182.0;169.0;135.0;181.93;223.173227;191.09;159.0
48.707255008, 3.2466974331;"{""type"": ""Polygon"", ""coordinates"": [[[3.273622491697066, 48.7141743664853], [3.272211334106056, 48.70487773114677], [3.281528975198893, 48.70254334028738], [3.278296797410768, 48.693270895991375], [3.263656360381952, 48.69858041092611], [3.261184467977678, 48.687628535904715], [3.246725675033126, 48.679821993761585], [3.23458072615951, 48.6788573561509], [3.231115250209595, 48.6832644581188], [3.235020408081136, 48.68894447198166], [3.226411699766005, 48.69444417365365], [3.218290759718195, 48.69305949590115], [3.218065556035165, 48.70442051074279], [3.217773526713739, 48.719144357158335], [3.233538791828503, 48.723634788372095], [3.234774803017562, 48.73263646083381], [3.253419906018455, 48.732973422511726], [3.267527898617634, 48.72707176354244], [3.273622491697066, 48.7141743664853]]]}";77032;19.0;33.0;29.0;31.0;24.0;18.0;39.32;40.157533;41.0;41.76738
48.6968992634, 3.44467733353;"{""type"": ""Polygon"", ""coordinates"": [[[3.467070967355167, 48.723245611285584], [3.464859983974351, 48.707231616028835], [3.475855705397905, 48.69967650355496], [3.473175388534759, 48.68870262129498], [3.455106872976231, 48.68255904739263], [3.442294293350516, 48.67254834617247], [3.415410817825045, 48.68214191692635], [3.412751620356221, 48.69297751376357], [3.419566970013002, 48.707797445700905], [3.426383659950034, 48.7038381084025], [3.449723072315201, 48.720070840849104], [3.458718801515312, 48.724191629664325], [3.467070967355167, 48.723245611285584]]]}";77301;5.0;13.0;6.0;18.0;18.0;8.0;14.47;14.233333;14.0;13.915664
48.7046254942, 2.07875220694;"{""type"": ""Polygon"", ""coordinates"": [[[2.107477517637976, 48.71767093683117], [2.110478104276459, 48.71482052188244], [2.096756364166499, 48.70280507331566], [2.095356674269056, 48.69746611272096], [2.0888720952503, 48.69821085950464], [2.081641922580002, 48.68554211027883], [2.068293031492961, 48.690268531154395], [2.066546089364774, 48.68680219386165], [2.055055885258628, 48.68680128982708], [2.055595948448909, 48.70420358157844], [2.060499833782855, 48.70435948067887], [2.062199155857023, 48.71649483306669], [2.066867834294347, 48.71764808415038], [2.072125054941011, 48.72317299862915], [2.073302577555879, 48.71384124147667], [2.083280274458853, 48.721210993833004], [2.107477517637976, 48.71767093683117]]]}";78575;29.0;57.0;97.0;97.0;111.0;217.0;151.81;139.0;141.17;142.636886
48.7144718324, 2.1400538772;"{""type"": ""Polygon"", ""coordinates"": [[[2.154753533181279, 48.7182272601111], [2.153761162416702, 48.70720956101414], [2.146103643274474, 48.705713186112305], [2.127609179593931, 48.70958354506378], [2.123139282966183, 48.71578923011291], [2.125151457450626, 48.721971008467904], [2.130786314539336, 48.72002991869222], [2.143562775029298, 48.7232537427773], [2.154753533181279, 48.7182272601111]]]}";91538;2.0;7.0;15.0;5.0;3.0;9.0;11.0;11.0;11.39;12.017794
48.6986539061, 2.12673662278;"{""type"": ""Polygon"", ""coordinates"": [[[2.172649661032017, 48.71481025663478], [2.170977697798228, 48.706786311846], [2.159131971006139, 48.7061389435322], [2.150830741019478, 48.69874265002979], [2.14247489239998, 48.69901645431502], [2.141628412137781, 48.68622738583198], [2.139385635435903, 48.6858280479248], [2.123599840450903, 48.684405481012625], [2.121717140097922, 48.6800854401678], [2.112361239242706, 48.67390736491224], [2.101259826473395, 48.67559353102254], [2.108390390781647, 48.690023383407876], [2.109807546008535, 48.69288437157025], [2.095356674269056, 48.69746611272096], [2.096756364166499, 48.70280507331566], [2.110478104276459, 48.71482052188244], [2.123139282966183, 48.71578923011291], [2.127609179593931, 48.70958354506378], [2.146103643274474, 48.705713186112305], [2.153761162416702, 48.70720956101414], [2.154753533181279, 48.7182272601111], [2.172649661032017, 48.71481025663478]]]}";91272;40.0;302.0;200.0;317.0;362.0;450.0;264.2;290.818664;289.46;336.741709
48.6898150752, 1.66780350744;"{""type"": ""Polygon"", ""coordinates"": [[[1.695868806391268, 48.712989680402316], [1.709421850892438, 48.71262448858212], [1.706358575014181, 48.7098557209669], [1.717048837702752, 48.69814258018728], [1.726169081693569, 48.695547911096774], [1.706442814145382, 48.68600676068387], [1.693101329724079, 48.67264041850321], [1.671232214040936, 48.67019436286733], [1.667839029295224, 48.67314215982006], [1.656401152212429, 48.66951307445821], [1.644599373596703, 48.67462187220716], [1.640921170348343, 48.67060650821315], [1.624809253141204, 48.66835745216324], [1.617119398321188, 48.6762499623121], [1.606296549242411, 48.67904079156856], [1.611428718304668, 48.68846243911342], [1.623581267315477, 48.685886291592396], [1.629562306236672, 48.68936797765975], [1.626145143705886, 48.69468859014445], [1.64070119687623, 48.69708977331429], [1.648599981979969, 48.7094492793058], [1.665419317404137, 48.7056377537021], [1.689247050181684, 48.71432813750557], [1.695868806391268, 48.712989680402316]]]}";78077;3.0;20.0;24.0;22.0;19.0;15.0;19.54;28.43123;29.22;30.0
48.6826943865, 1.75344318501;"{""type"": ""Polygon"", ""coordinates"": [[[1.803309950965788, 48.68459538189257], [1.785372279619629, 48.674473816736594], [1.768290067857496, 48.675684760785046], [1.758521307598122, 48.663279259065625], [1.744390278394954, 48.65974428642727], [1.742283761910377, 48.65653181131648], [1.737553371560943, 48.65256808397035], [1.718550483628413, 48.661405410887056], [1.71328644524392, 48.68287891354612], [1.706442814145382, 48.68600676068387], [1.726169081693569, 48.695547911096774], [1.786196613367896, 48.70801240560468], [1.803309950965788, 48.68459538189257]]]}";78497;15.0;12.0;13.0;20.0;9.0;31.0;25.68;25.337838;25.0;25.0
48.6777963987, 2.42181398272;"{""type"": ""Polygon"", ""coordinates"": [[[2.454676782792575, 48.682538652660924], [2.463913974435097, 48.67282555241544], [2.429172931094434, 48.65354293953528], [2.407326754881929, 48.66729048696935], [2.396418663601275, 48.673465736913364], [2.385878450717707, 48.68366847742273], [2.390600607602307, 48.69251513751851], [2.400637302786877, 48.70199722492976], [2.421163950651876, 48.692991093011], [2.425977707387715, 48.69590103819413], [2.444564769727209, 48.67882574350092], [2.454676782792575, 48.682538652660924]]]}";91201;85.0;331.0;531.0;645.0;486.0;697.0;500.09;578.413184;583.91;713.705349
48.6807721792, 2.74730165271;"{""type"": ""Polygon"", ""coordinates"": [[[2.757264372369898, 48.69158888565999], [2.773680616079559, 48.6800701162527], [2.762289915853222, 48.66772111620991], [2.751981216714238, 48.66725561194247], [2.744593282250797, 48.66201253134614], [2.741002881932423, 48.669570346548326], [2.72612408606151, 48.67329132421207], [2.727326569119052, 48.68118291996533], [2.740102992812062, 48.68754126218241], [2.724706595525378, 48.69003185239965], [2.722282219917268, 48.69443759500494], [2.73104091372348, 48.697483147746944], [2.757264372369898, 48.69158888565999]]]}";77136;0.0;11.0;11.0;5.0;4.0;2.0;6.0;6.0;6.0;6.222222
48.6668474366, 3.35260347989;"{""type"": ""Polygon"", ""coordinates"": [[[3.370371868308368, 48.680095973681325], [3.379973938539933, 48.6775080351265], [3.372442560257892, 48.671245400194934], [3.387003180908076, 48.662414946045935], [3.380712414134909, 48.66023350041695], [3.378431573162761, 48.65372507031173], [3.361288563339471, 48.65178544572306], [3.3577233549677, 48.64736572359294], [3.351504665895015, 48.64590153198071], [3.352608798822677, 48.648805576286605], [3.323438651092238, 48.65690501980444], [3.329198671402337, 48.67555240855318], [3.325793604487986, 48.68173003873134], [3.32660521687104, 48.68466108313478], [3.320961500356957, 48.686856948208494], [3.322255838668891, 48.687745089244494], [3.328129560101278, 48.685534777062145], [3.328934662215402, 48.68392010890355], [3.331163058895211, 48.680085972649835], [3.336431641183534, 48.679365246483556], [3.349639556491462, 48.687081734465295], [3.370371868308368, 48.680095973681325]]]}";77012;1.0;10.0;8.0;8.0;13.0;10.0;12.22;11.611112;11.0;10.92029
48.670012018, 1.87436468263;"{""type"": ""Polygon"", ""coordinates"": [[[1.908457816538477, 48.65781853729756], [1.909346592623902, 48.65232728731657], [1.902544214894903, 48.65106049969984], [1.885358428280688, 48.65440184103388], [1.884873120027539, 48.65851862030053], [1.876613187633643, 48.659240895550894], [1.873946630288038, 48.6642570625284], [1.85646379726636, 48.66112701457037], [1.84120213687548, 48.664173065862514], [1.848297797175844, 48.678475412812205], [1.853148141827548, 48.67823534051917], [1.854963655708917, 48.682874361317964], [1.863380048260829, 48.6789977996987], [1.870593329693101, 48.68599703239041], [1.872241916078675, 48.6883509056184], [1.891495289975401, 48.68302318039584], [1.894633977621908, 48.676749439518034], [1.889809270715277, 48.666622663345514], [1.895396926861291, 48.65963908703373], [1.908457816538477, 48.65781853729756]]]}";78655;6.0;7.0;12.0;17.0;7.0;7.0;14.34;11.375721;12.19;13.0
48.6535375248, 1.82649437366;"{""type"": ""Polygon"", ""coordinates"": [[[1.848297797175844, 48.678475412812205], [1.84120213687548, 48.664173065862514], [1.85646379726636, 48.66112701457037], [1.873946630288038, 48.6642570625284], [1.876613187633643, 48.659240895550894], [1.884873120027539, 48.65851862030053], [1.885358428280688, 48.65440184103388], [1.902544214894903, 48.65106049969984], [1.883587487312181, 48.644673574161324], [1.876864744898823, 48.63496132763084], [1.859464007914321, 48.635635994578465], [1.830935580794208, 48.62037768022354], [1.827719026559819, 48.61923021948769], [1.821810279651134, 48.62398778425573], [1.825761891376266, 48.63548947988508], [1.810404373624611, 48.636606459167965], [1.801051226241256, 48.63953940337615], [1.786068358086884, 48.63730055068076], [1.773462816896609, 48.638524793879476], [1.768342726730868, 48.6436882227206], [1.765483839895685, 48.65277472701084], [1.787441834436983, 48.664115004752276], [1.785372279619629, 48.674473816736594], [1.803309950965788, 48.68459538189257], [1.812590759205839, 48.68802883168118], [1.815047333835347, 48.683022088726], [1.825457661364308, 48.68232293528907], [1.834425164563327, 48.67653550013768], [1.848297797175844, 48.678475412812205]]]}";78517;103.0;191.0;397.0;385.0;564.0;558.0;547.38;515.98773;560.32;565.809956
48.6755044387, 2.0483874504;"{""type"": ""Polygon"", ""coordinates"": [[[2.055055885258628, 48.68680128982708], [2.066546089364774, 48.68680219386165], [2.070160770439828, 48.67883418008833], [2.051399890559015, 48.67065022802518], [2.054288333153459, 48.661700693341935], [2.042328622315315, 48.664026437118814], [2.029011565191348, 48.663928216484045], [2.033705976781347, 48.67999285442934], [2.037764754289606, 48.68026438805287], [2.042586496118874, 48.68012408817968], [2.045599085462335, 48.687460919614146], [2.055055885258628, 48.68680128982708]]]}";91093;0.0;1.0;8.0;8.0;5.0;7.0;11.48;11.0;11.0;11.185654
48.6697055971, 2.37382441265;"{""type"": ""Polygon"", ""coordinates"": [[[2.385878450717707, 48.68366847742273], [2.396418663601275, 48.673465736913364], [2.379464372820065, 48.66331166118812], [2.366096124641097, 48.64625683514047], [2.362392247575894, 48.64810122780615], [2.358335127656169, 48.649711758763694], [2.365776984220169, 48.6575426996786], [2.358449443003532, 48.66293993534899], [2.363039523424503, 48.666014455036205], [2.355357246242601, 48.6709439567616], [2.370247039215022, 48.684114802952685], [2.373059917438681, 48.68629915884972], [2.385878450717707, 48.68366847742273]]]}";91687;222.0;257.0;602.0;464.0;527.0;733.0;699.78;771.902018;760.29;831.965059
48.8386013738, 2.52393125386;"{""type"": ""Polygon"", ""coordinates"": [[[2.536581761225703, 48.8384576344824], [2.531886518747023, 48.82925711999476], [2.52485035304276, 48.82718259401489], [2.513596462756245, 48.830006323354816], [2.517725731696911, 48.83433438392604], [2.511426788902361, 48.84441611721744], [2.513668033085319, 48.85015007476995], [2.515566339973621, 48.851325177467515], [2.529378935465847, 48.84412799298518], [2.534515175833817, 48.845168298140536], [2.537786068710978, 48.840275856898636], [2.536581761225703, 48.8384576344824]]]}";94015;101.0;206.0;286.0;451.0;256.0;342.0;342.94;364.286881;384.69;351.629532
48.8414616904, 2.41920921217;"{""type"": ""Polygon"", ""coordinates"": [[[2.42751692878763, 48.841510018760175], [2.421129647204699, 48.8414796604264], [2.421566099509067, 48.83585510299541], [2.412130481026317, 48.833858552557764], [2.416039939791437, 48.846608473900844], [2.416262158945838, 48.84925218841911], [2.41897397491673, 48.84937616518291], [2.418560278812427, 48.846381875529076], [2.428191908574322, 48.84554722782233], [2.42751692878763, 48.841510018760175]]]}";94067;208.0;371.0;569.0;614.0;901.0;1266.0;838.73;814.071916;747.02;709.460342
48.7984688768, 2.31023379146;"{""type"": ""Polygon"", ""coordinates"": [[[2.319096733489871, 48.80998951579791], [2.318802357947875, 48.805752218380256], [2.325806334308004, 48.80559887711194], [2.323932450967677, 48.8015010066897], [2.318628225744004, 48.78805614812739], [2.312788885186153, 48.789880610246165], [2.31050504189662, 48.7848891393821], [2.303156056736354, 48.78539082031562], [2.298277095591754, 48.79448994575928], [2.292286773488513, 48.79602551935546], [2.30306210458985, 48.803547145717715], [2.302539576537246, 48.81107391395716], [2.319096733489871, 48.80998951579791]]]}";92007;346.0;340.0;447.0;316.0;671.0;824.0;632.16;661.621234;643.77;705.692751
48.7925749771, 2.36047296668;"{""type"": ""Polygon"", ""coordinates"": [[[2.371199010696386, 48.80400538589299], [2.376848407544859, 48.786656540109576], [2.367372018968525, 48.77940236251996], [2.351302259135847, 48.78018794529361], [2.34360200911317, 48.791015939525465], [2.345168189696118, 48.79691506930901], [2.347891578000168, 48.8014651549652], [2.367253458573796, 48.80805324999059], [2.371199010696386, 48.80400538589299]]]}";94076;261.0;610.0;617.0;480.0;690.0;1486.0;956.09;975.338177;1104.61;1128.274208
48.7905275312, 1.85153955648;"{""type"": ""Polygon"", ""coordinates"": [[[1.871384008580622, 48.79907678543029], [1.854607323059739, 48.778629138535905], [1.836214912142586, 48.78089701677819], [1.841733555916303, 48.80065159512932], [1.871384008580622, 48.79907678543029]]]}";78366;4.0;4.0;8.0;2.0;10.0;2.0;2.33;2.0;2.04;2.0
48.7916347269, 2.33192064264;"{""type"": ""Polygon"", ""coordinates"": [[[2.345168189696118, 48.79691506930901], [2.34360200911317, 48.791015939525465], [2.340892976069489, 48.78396576894008], [2.325788156148665, 48.7819239968424], [2.32503868740723, 48.786348352164154], [2.318628225744004, 48.78805614812739], [2.323932450967677, 48.8015010066897], [2.345168189696118, 48.79691506930901]]]}";94016;106.0;472.0;412.0;362.0;534.0;860.0;680.64;742.436566;785.05;765.489482
48.7778856989, 2.58379977246;"{""type"": ""Polygon"", ""coordinates"": [[[2.591505147897643, 48.79740402248164], [2.599714013100777, 48.79497532497338], [2.595088212535375, 48.78489595527838], [2.585449754113619, 48.77874831303813], [2.586960461640663, 48.773403282997336], [2.59233714682007, 48.77124207799769], [2.607022161188289, 48.77471541960262], [2.614905310250914, 48.76106336379041], [2.597479177905204, 48.76073583025858], [2.587375616751538, 48.76398690819961], [2.58213553644761, 48.75511342795282], [2.577116432776318, 48.75500721810621], [2.573150481101658, 48.76010167331074], [2.580783328990355, 48.76503538274816], [2.571802133321714, 48.7672664812784], [2.576535836443943, 48.772823163859485], [2.566793030158091, 48.77546913065882], [2.561964502091399, 48.787852850399354], [2.555273425365719, 48.79203851775543], [2.571449278373738, 48.799173653190955], [2.57599554034922, 48.793444789113806], [2.588461903299982, 48.793184154791064], [2.591505147897643, 48.79740402248164]]]}";94060;12.0;68.0;177.0;90.0;148.0;129.0;60.97;43.644585;23.03;32.948321
48.7897845662, 2.28714923331;"{""type"": ""Polygon"", ""coordinates"": [[[2.303156056736354, 48.78539082031562], [2.2819152852572, 48.78312538544391], [2.27392710015378, 48.78800515783716], [2.271876397270801, 48.79055710498176], [2.271886731841246, 48.79437558783895], [2.292286773488513, 48.79602551935546], [2.298277095591754, 48.79448994575928], [2.303156056736354, 48.78539082031562]]]}";92032;144.0;361.0;429.0;414.0;388.0;618.0;496.46;516.68988;479.03;523.505036
