Geometry X Y;Geometry;AREA;PERIMETER;INSEE;ACT15_19;ACT20_24;ACT25_29;ACT30_34;ACT35_39;ACT40_44;ACT45_49;ACT50_54;ACT55_59;ACT60_64;ACT65PL
48.9037589471, 3.31140223538;"{""type"": ""Polygon"", ""coordinates"": [[[3.330310782936489, 48.90873694788608], [3.326453240060391, 48.90001077167238], [3.318570688458687, 48.89320775622676], [3.31291060292491, 48.894605329019214], [3.301951581992995, 48.88865486218843], [3.291668841254234, 48.89505481893452], [3.29410599999225, 48.900493462152156], [3.31314833170413, 48.92128700450219], [3.330310782936489, 48.90873694788608]]]}";5538758.68096;9693.83953035;77228;7.0;2.0;8.0;17.0;17.0;19.0;19.0;17.0;10.0;6.0;7.0
48.9124998151, 2.38430514294;"{""type"": ""Polygon"", ""coordinates"": [[[2.407682585302756, 48.91806156340299], [2.404362682445112, 48.915006023205066], [2.411302146760559, 48.91135963813895], [2.408214029239525, 48.90805226044539], [2.400537670771743, 48.91139311696299], [2.389462254919148, 48.90122794523608], [2.37022962695161, 48.90184675685891], [2.365769098031079, 48.90176705227566], [2.366682381025033, 48.92350235182832], [2.374734129353097, 48.92385965562568], [2.380107407521361, 48.9198199756521], [2.398518589203003, 48.92250031554159], [2.407682585302756, 48.91806156340299]]]}";5863960.37672;11126.7997267;93001;833.31;3649.29;4808.45;5257.49;4862.52;4660.67;4391.36;3576.79;2722.74;768.24;286.23
48.9067534187, 2.2446651889;"{""type"": ""Polygon"", ""coordinates"": [[[2.258206037185836, 48.90609644915935], [2.231615939001626, 48.900697431469816], [2.229121872358411, 48.90600983476537], [2.257471173708871, 48.913505976424666], [2.258206037185836, 48.90609644915935]]]}";1509203.58952;5722.64181514;92035;186.09;1050.56;1999.27;2280.52;2438.38;2139.96;1791.34;1488.77;1241.89;380.34;112.57
48.892152993, 2.71298898078;"{""type"": ""Polygon"", ""coordinates"": [[[2.724446714444589, 48.90295690851461], [2.730500805149382, 48.89230659765609], [2.727973714952264, 48.88313354167682], [2.704270368519399, 48.880667309155314], [2.702854517133653, 48.88651722878974], [2.693399777188107, 48.887779162923735], [2.693023228243094, 48.899929712267394], [2.705953576042805, 48.89617459689552], [2.711709186045605, 48.899770984883084], [2.707310987409971, 48.90261810033441], [2.716018880050548, 48.90505356974152], [2.724446714444589, 48.90295690851461]]]}";5037347.31772;10201.7647513;77464;127.65;449.34;552.49;584.14;716.9;598.44;628.06;618.87;498.36;141.95;27.57
48.8733365947, 3.3327518828;"{""type"": ""Polygon"", ""coordinates"": [[[3.359292251134913, 48.86511396317234], [3.340054795455286, 48.854816217571475], [3.333577855517248, 48.85533167044976], [3.3326404946081, 48.861608376070976], [3.321837778041727, 48.859174973084755], [3.307288156887507, 48.862330500952744], [3.323284946843668, 48.8805941165307], [3.318570688458687, 48.89320775622676], [3.326453240060391, 48.90001077167238], [3.352888651886822, 48.871943353274204], [3.353970031328195, 48.86749087980925], [3.359292251134913, 48.86511396317234]]]}";8929473.27405;14347.7081262;77512;19.97;39.93;50.91;54.9;77.86;66.88;85.85;71.87;55.9;7.99;2.99
48.8950583966, 2.28684312755;"{""type"": ""Polygon"", ""coordinates"": [[[2.303832228682686, 48.894122317014016], [2.284338069809698, 48.88569783881514], [2.270998705091725, 48.89834376232674], [2.284129582810942, 48.90223542471643], [2.287388411664055, 48.903549819398634], [2.303832228682686, 48.894122317014016]]]}";2423198.51392;6355.11283937;92044;282.12;2618.55;5855.79;6084.97;5465.69;4490.39;3666.09;3005.23;2735.42;1185.35;287.07
48.8966179753, 2.51939134034;"{""type"": ""Polygon"", ""coordinates"": [[[2.532022940110259, 48.89529106655869], [2.53018337124486, 48.892218649479226], [2.518191479336406, 48.89111419101122], [2.516051614779855, 48.887682312756176], [2.506618700219962, 48.892777635629365], [2.507824614698402, 48.89841432556958], [2.511164492740685, 48.90177259634804], [2.521114532532945, 48.90338470629497], [2.529967366393891, 48.903316148208006], [2.532022940110259, 48.89529106655869]]]}";2243309.07227;5946.61313082;93062;88.51;564.99;903.92;812.8;1014.64;843.53;891.21;802.92;739.46;220.65;71.25
48.8874356399, 2.30766817754;"{""type"": ""Polygon"", ""coordinates"": [[[2.327510693595603, 48.883524168339505], [2.327237990515219, 48.883479182380405], [2.298102920606556, 48.878140413503374], [2.295025171250062, 48.87391273748803], [2.279887137587949, 48.87863639798924], [2.284338069809698, 48.88569783881514], [2.303832228682686, 48.894122317014016], [2.31982800900708, 48.90044766771321], [2.330126315803688, 48.900988266784736], [2.327510693595603, 48.883524168339505]]]}";5746178.6624;10623.8280805;75117;853.21;7389.84;16381.39;14633.53;12667.89;10708.48;9594.7;8681.93;7849.23;4105.81;1565.38
48.8816564776, 2.86552637124;"{""type"": ""Polygon"", ""coordinates"": [[[2.884958724851228, 48.881651552774635], [2.881794554603799, 48.86914843931257], [2.87659082852238, 48.86571984894894], [2.86297151850219, 48.87197060033823], [2.853672201256913, 48.88621298009214], [2.841344256393953, 48.88884908229262], [2.840241510362716, 48.889033807324125], [2.847368973165927, 48.89785125326616], [2.853773832460728, 48.89729186605198], [2.85594192465881, 48.890708167799374], [2.866531071770062, 48.890012058802824], [2.875927816887788, 48.886280967942746], [2.876684165406618, 48.88184384761404], [2.884958724851228, 48.881651552774635]]]}";4730720.99465;10946.4897439;77128;24.0;81.0;92.0;119.0;160.0;175.0;133.0;105.0;85.0;26.0;8.0
48.8847611569, 2.43777801099;"{""type"": ""Polygon"", ""coordinates"": [[[2.451923959217057, 48.87852030527695], [2.444124835705463, 48.87203512041012], [2.435418790649595, 48.87460590838799], [2.43704652648385, 48.87728433492807], [2.429795223781817, 48.878315643643596], [2.42440487116821, 48.89106264851032], [2.427686703313081, 48.89588020714783], [2.441631054371579, 48.89839524152909], [2.439083600760554, 48.89329864864459], [2.444094791626197, 48.884702460640916], [2.454129112946403, 48.884090917222046], [2.451923959217057, 48.87852030527695]]]}";3328827.82332;8603.76840166;93063;331.79;1164.52;1414.63;1639.93;1684.69;1622.49;1683.88;1325.89;1121.96;312.72;93.5
48.8853855392, 2.2663365092;"{""type"": ""Polygon"", ""coordinates"": [[[2.284338069809698, 48.88569783881514], [2.279887137587949, 48.87863639798924], [2.258778716098022, 48.880260630648685], [2.254875740068758, 48.874088864509126], [2.245601106959835, 48.8763570123983], [2.253681821850314, 48.886911686264405], [2.270998705091725, 48.89834376232674], [2.284338069809698, 48.88569783881514]]]}";3666028.79739;8702.53419651;92051;181.27;1377.28;3398.53;3521.38;3958.71;3644.13;3259.62;3002.19;3081.44;1961.04;1038.96
48.8724415118, 2.77009977448;"{""type"": ""Polygon"", ""coordinates"": [[[2.777358710950162, 48.88120904322231], [2.777391327287758, 48.87566028875611], [2.791760840012292, 48.871152435126746], [2.7866856380098, 48.860174208886974], [2.778177189447053, 48.85975778218381], [2.772326563864292, 48.85467228424252], [2.762988943599217, 48.85755828544226], [2.765123748092525, 48.86964575275268], [2.750469985901991, 48.877910312851235], [2.747847438145254, 48.88392704185655], [2.7644336909243, 48.889261870964326], [2.777358710950162, 48.88120904322231]]]}";5999564.87631;11273.5477135;77111;58.0;280.0;431.0;425.0;411.0;331.0;234.0;172.0;124.0;35.0;4.0
49.1280205015, 2.43601413233;"{""type"": ""Polygon"", ""coordinates"": [[[2.461213890515193, 49.1367110878448], [2.430567784109278, 49.11463603589042], [2.425923994003288, 49.11739606410046], [2.415707416372437, 49.122323472519966], [2.414211108346583, 49.12617804914981], [2.423340762269473, 49.132470921683804], [2.435497143840503, 49.13403818980003], [2.457879568209629, 49.140716397894], [2.461213890515193, 49.1367110878448]]]}";4361544.06502;9319.41777858;95149;40.0;133.0;118.0;130.0;270.0;221.0;290.0;251.0;181.0;21.0;5.0
49.0875160121, 1.63445045267;"{""type"": ""Polygon"", ""coordinates"": [[[1.65855704701833, 49.09602228828435], [1.652989730255915, 49.09555754635971], [1.650597415300554, 49.09821419188617], [1.645019146789082, 49.09558166877877], [1.645642261950081, 49.081367376783284], [1.620754347697943, 49.07367836037384], [1.614832762775047, 49.07141990642951], [1.608798965431433, 49.07775785256285], [1.620184145185165, 49.08367984392469], [1.633164442990475, 49.09042842453591], [1.633484888936953, 49.10063754260362], [1.642740297270552, 49.09821678814088], [1.648261547991601, 49.100493994809334], [1.642552830516496, 49.105432170660734], [1.649787153982275, 49.10823662150924], [1.65855704701833, 49.09602228828435]]]}";4627996.07647;13592.1875375;95523;3.83;18.18;24.88;21.05;34.45;36.36;28.71;26.8;15.31;3.83;2.87
49.0837687121, 2.31204744966;"{""type"": ""Polygon"", ""coordinates"": [[[2.33887675999437, 49.076841763670735], [2.334099434328658, 49.07541190210221], [2.308052382998046, 49.071874163451916], [2.296658502179107, 49.079145850418165], [2.283585902809249, 49.07834917244287], [2.29150354152648, 49.08756112054747], [2.303124904902049, 49.091935586033074], [2.300276282537413, 49.09638840467475], [2.307870865962524, 49.10004889175379], [2.312255396038531, 49.09746843653884], [2.325208194903828, 49.087972789606056], [2.332633602234392, 49.089089796178435], [2.330676472119614, 49.08221926338235], [2.334824615629442, 49.082875883816165], [2.33887675999437, 49.076841763670735]]]}";6464280.47066;12054.0203216;95353;16.0;68.0;87.0;113.0;176.0;147.0;115.0;114.0;56.0;10.0;2.0
49.0700768599, 2.23962041077;"{""type"": ""Polygon"", ""coordinates"": [[[2.273731842868556, 49.07661757511695], [2.271510404042367, 49.06917035295792], [2.266203528530479, 49.06666723107438], [2.256430856600917, 49.075608566113225], [2.255411337386435, 49.07128234532839], [2.234706593712019, 49.049368473782295], [2.231007180435631, 49.05192805200918], [2.203714639227121, 49.06099128739453], [2.202718736705636, 49.064910962402436], [2.216087893938111, 49.065582281425336], [2.223797875153344, 49.07541919303273], [2.233337190181666, 49.07615660485075], [2.235860357570185, 49.08739076817299], [2.251391199541654, 49.08485844053551], [2.250573078833198, 49.09079302565989], [2.258076044833825, 49.09119409862625], [2.257471757958697, 49.08378367921835], [2.273731842868556, 49.07661757511695]]]}";9852252.69858;17783.6517977;95678;2.0;22.0;26.0;28.0;55.0;75.0;66.0;45.0;37.0;14.0;3.0
49.0641571261, 3.16171107353;"{""type"": ""Polygon"", ""coordinates"": [[[3.181973178247266, 49.061522646331184], [3.168320756291818, 49.050443978745456], [3.157915158122981, 49.047542318958484], [3.143767707724398, 49.0634530214529], [3.14933273657176, 49.06898047832811], [3.143357851524254, 49.073582281349964], [3.158611556104636, 49.08045259410926], [3.17436293769602, 49.0719747730307], [3.181973178247266, 49.061522646331184]]]}";6230633.38892;9998.86798061;77204;0.0;4.95;17.82;7.92;19.8;11.88;5.94;10.89;11.88;0.99;0.0
49.0758888085, 2.35707665852;"{""type"": ""Polygon"", ""coordinates"": [[[2.370276244982527, 49.07281717583202], [2.367221100801282, 49.06828568371982], [2.33887675999437, 49.076841763670735], [2.349678336062804, 49.081013699244465], [2.362478913869351, 49.08184788593793], [2.370276244982527, 49.07281717583202]]]}";1832921.76067;5840.39754521;95660;9.05;25.15;20.12;37.22;46.28;62.37;56.34;56.34;47.28;6.04;1.01
49.0614408982, 2.53499450289;"{""type"": ""Polygon"", ""coordinates"": [[[2.545962271947592, 49.0704284932349], [2.553292456297102, 49.059632556682956], [2.549994019873537, 49.053145935853024], [2.53555051223648, 49.05100458864898], [2.52845378089442, 49.03792315752879], [2.527708335689518, 49.05035243162096], [2.515294778424315, 49.05294433701363], [2.523117212404169, 49.06283296230819], [2.529363968682851, 49.07855102402694], [2.534996065675919, 49.079989280230926], [2.545962271947592, 49.0704284932349]]]}";5808420.88155;11856.9549135;95675;14.0;63.0;44.0;27.0;40.0;73.0;74.0;48.0;39.0;9.0;0.0
49.0481495799, 1.84868294518;"{""type"": ""Polygon"", ""coordinates"": [[[1.865150454147641, 49.057498909413006], [1.85134845412277, 49.03326823969332], [1.831065768736023, 49.03590529554792], [1.840762668760604, 49.046901119075095], [1.842503169385991, 49.05482242650395], [1.83715999500273, 49.05820756158405], [1.843629979739007, 49.05983634695201], [1.841517127846403, 49.064485567297154], [1.865150454147641, 49.057498909413006]]]}";4488776.14312;10175.5011788;78317;11.0;31.0;24.0;33.0;69.0;59.0;67.0;47.0;30.0;9.0;3.0
49.0352807702, 3.16398793322;"{""type"": ""Polygon"", ""coordinates"": [[[3.163340393055826, 49.02010081219113], [3.15724386367378, 49.012788203352926], [3.143283568237534, 49.012707601635306], [3.138240673547276, 49.01452370098196], [3.138091555291251, 49.018832505634315], [3.151589752722105, 49.02397125062489], [3.150619908094506, 49.02736860697288], [3.147508510970858, 49.03195925935524], [3.152501958681968, 49.032868068138555], [3.146344980023434, 49.03608640015907], [3.15154316003179, 49.03943996812739], [3.146665205571539, 49.04228947023459], [3.153534631815904, 49.04158415411751], [3.157915158122981, 49.047542318958484], [3.168320756291818, 49.050443978745456], [3.181973178247266, 49.061522646331184], [3.182226819089944, 49.05232964763961], [3.190345612793102, 49.05261115382473], [3.190730363013365, 49.047149359390914], [3.180768456351472, 49.044633169417224], [3.177226691959878, 49.03020703342224], [3.163751739454839, 49.02672587573632], [3.163340393055826, 49.02010081219113]]]}";8156481.5593;16979.0480137;77157;4.89;7.83;18.59;12.72;22.5;23.48;20.54;8.8;8.8;1.96;0.0
49.0337874827, 3.06037132785;"{""type"": ""Polygon"", ""coordinates"": [[[3.076014276765668, 49.05277676871125], [3.066246078838172, 49.045428994886684], [3.071815274341342, 49.04458402528946], [3.069831084796652, 49.031601615601886], [3.081640054479458, 49.03016748698524], [3.087639363043237, 49.02534395484678], [3.084969539507922, 49.01697977696899], [3.079273748958545, 49.019193185678276], [3.063282010737223, 49.01495202170416], [3.052580494921422, 49.01711479918989], [3.03455995715386, 49.02199234797947], [3.029755962570198, 49.02657203310967], [3.044248861624972, 49.02827309104899], [3.053832909629111, 49.03375328972365], [3.040144515432341, 49.039728639519694], [3.03821964526718, 49.045801809016524], [3.061167526001108, 49.05270968723215], [3.059211196403078, 49.061175591133455], [3.073370055999026, 49.05714648170007], [3.076014276765668, 49.05277676871125]]]}";10286152.6841;18428.9858219;77343;21.0;19.0;18.0;35.0;36.0;25.0;23.0;18.0;17.0;3.0;1.0
49.0164375709, 1.53117483297;"{""type"": ""Polygon"", ""coordinates"": [[[1.522964614664259, 49.03278997953441], [1.531565188398478, 49.02621376633207], [1.543872653653802, 49.02539133564028], [1.559232437496355, 49.03133325192943], [1.553208278112155, 49.02481708321227], [1.559287365237912, 49.01999320209671], [1.551859931937382, 49.01411492194126], [1.563167647551903, 49.01318465730343], [1.558986627707863, 49.00169898474891], [1.546157786279378, 48.992752761010436], [1.540341079255217, 49.001786585879636], [1.518636618412682, 49.010797618140785], [1.510499672566937, 49.009309243302766], [1.496987981978248, 49.01846500687553], [1.493777159345594, 49.026355506096586], [1.504662237826701, 49.02802692578784], [1.506286038467749, 49.03313789602129], [1.522964614664259, 49.03278997953441]]]}";11710234.7161;17615.003119;78668;5.91;11.81;26.58;25.59;50.2;39.37;49.21;41.34;33.47;10.83;4.92
49.0092151706, 2.66290344645;"{""type"": ""Polygon"", ""coordinates"": [[[2.682851815710997, 49.023963725303474], [2.679059333141949, 49.01338154068319], [2.683369633327409, 49.011965683467835], [2.684896277268366, 48.99184400472065], [2.692471857009268, 48.9868026789235], [2.67460629572725, 48.98384421853532], [2.664510973127288, 49.00068125358083], [2.647413793505054, 48.99873253623184], [2.624240440889568, 49.00694961247833], [2.62726470806778, 49.0121758030667], [2.651413693317628, 49.01954903605563], [2.659464746904237, 49.02967954364137], [2.669648322360735, 49.03300472094017], [2.682851815710997, 49.023963725303474]]]}";12128714.3114;17213.8035049;77462;11.0;44.0;82.0;80.0;72.0;51.0;48.0;39.0;24.0;3.0;1.0
49.0147803302, 2.29001755976;"{""type"": ""Polygon"", ""coordinates"": [[[2.301502711441581, 49.02429175167627], [2.301426680489465, 49.01588351001867], [2.291523170230313, 49.006383684265145], [2.283079141642086, 49.003016752278846], [2.273014688162444, 49.006482797467896], [2.280815141644786, 49.01071346396197], [2.286189172426129, 49.02262235983615], [2.295661308643924, 49.0272574116955], [2.301502711441581, 49.02429175167627]]]}";2799772.96786;7294.07494023;95426;23.39;75.14;78.17;103.51;158.49;209.44;199.13;169.56;120.62;34.44;4.05
49.0000186182, 2.0987009932;"{""type"": ""Polygon"", ""coordinates"": [[[2.126975082371356, 48.98923106230451], [2.085989201051712, 48.98752382960912], [2.074307464301819, 48.98477882732493], [2.071801827545834, 48.99342413656423], [2.071676164622751, 49.00158931799809], [2.08485448689867, 49.01459570667131], [2.110201372179216, 49.008722432991746], [2.12124606681718, 49.01832107389146], [2.127011566554792, 49.00967173102009], [2.12043646129585, 48.99394010220243], [2.126975082371356, 48.98923106230451]]]}";10017529.5586;14417.5751623;78172;432.28;1503.5;1945.92;1944.79;2275.73;2470.59;2308.97;2317.36;1717.79;329.93;95.6
