Geometry X Y;Geometry;AREA;PERIMETER;INSEE;ACT15_19;ACT20_24;ACT25_29;ACT30_34;ACT35_39;ACT40_44;ACT45_49;ACT50_54;ACT55_59;ACT60_64;ACT65PL
48.4105462376, 2.56156427526;"{""type"": ""Polygon"", ""coordinates"": [[[2.595130217195118, 48.41839031043754], [2.575058864125849, 48.384937584286384], [2.545166457661576, 48.3971366264424], [2.547008167763163, 48.40161144423971], [2.517041337984291, 48.42782237111261], [2.546410440645118, 48.42338326909536], [2.546535490685377, 48.42743863780433], [2.570195929584527, 48.4278327922025], [2.575987105438165, 48.42389095056296], [2.595130217195118, 48.41839031043754]]]}";14441183.2128;17361.8046473;77006;6.39;19.17;26.62;47.92;76.67;78.8;77.74;55.38;54.31;8.52;2.13
48.4091388714, 2.80801628195;"{""type"": ""Polygon"", ""coordinates"": [[[2.820710492704849, 48.42570743512974], [2.832227601488797, 48.42488422658754], [2.831689171218381, 48.41824101969272], [2.820667616086633, 48.41285714676387], [2.817283558541161, 48.403654138883766], [2.80622632372934, 48.40116465708304], [2.813063151327903, 48.39583044719205], [2.811456105432246, 48.391529758762225], [2.80192929421135, 48.38777448335255], [2.791469725725487, 48.38819471307587], [2.789595473014414, 48.39145753994739], [2.796834078559493, 48.40635600831341], [2.7878693770223, 48.414242651856476], [2.801629293343266, 48.418080753009875], [2.804008069372226, 48.424006086732696], [2.805911660444382, 48.426740963058286], [2.820710492704849, 48.42570743512974]]]}";7449044.64905;13842.1812543;77079;122.0;358.0;408.0;337.0;405.0;404.0;413.0;386.0;252.0;53.0;11.0
48.3969665299, 3.15153647356;"{""type"": ""Polygon"", ""coordinates"": [[[3.167909903746255, 48.42095823141962], [3.159773048344367, 48.40851442484486], [3.168834858839759, 48.400282463244686], [3.171522351737515, 48.377564442913936], [3.166212189848445, 48.37072397529131], [3.152443132513229, 48.371426778575774], [3.146876213166313, 48.365198802684624], [3.139761272191046, 48.37261478754506], [3.135584558234026, 48.40615196708493], [3.127373645181394, 48.406218699450235], [3.127040289744802, 48.40906279200217], [3.127149290206034, 48.40997930747597], [3.140653079817584, 48.42406593878312], [3.160077565374425, 48.42459163747902], [3.167909903746255, 48.42095823141962]]]}";13956030.2764;17608.2765034;77019;4.97;9.94;7.95;18.89;31.81;15.91;20.88;16.9;13.92;0.99;0.99
48.3959171719, 3.23013631461;"{""type"": ""Polygon"", ""coordinates"": [[[3.235057951545137, 48.41654759373954], [3.23253417048972, 48.40458885579311], [3.254350657109667, 48.40922518391109], [3.260766075032925, 48.402589989902445], [3.248752351973392, 48.39848778521757], [3.234502366149597, 48.387027827691156], [3.225827716444234, 48.36989279450536], [3.213682845052323, 48.36693909796476], [3.220508734036068, 48.40814582525902], [3.214960673831158, 48.420680396641984], [3.235057951545137, 48.41654759373954]]]}";8542058.06182;17151.7865348;77321;6.18;20.6;23.69;27.81;39.14;54.59;65.92;50.47;38.11;5.15;1.03
48.4043997844, 2.78060232505;"{""type"": ""Polygon"", ""coordinates"": [[[2.789595473014414, 48.39145753994739], [2.77818366171235, 48.389632209805185], [2.779105483480394, 48.39925064567039], [2.772308178452799, 48.403377639776686], [2.778148306120325, 48.40711390068575], [2.756977734725815, 48.40959554553524], [2.751797760937574, 48.40550506538972], [2.749017061259055, 48.407331732228364], [2.754494897983889, 48.4115111664779], [2.7878693770223, 48.414242651856476], [2.796834078559493, 48.40635600831341], [2.789595473014414, 48.39145753994739]]]}";3885179.46698;11639.7014767;77463;23.0;96.0;101.0;164.0;227.0;295.0;248.0;218.0;158.0;60.0;12.0
48.3882741969, 3.12500877605;"{""type"": ""Polygon"", ""coordinates"": [[[3.139761272191046, 48.37261478754506], [3.128624609342291, 48.367405609115764], [3.122167601870812, 48.368754665456116], [3.116653189577883, 48.37519579690514], [3.106006680685991, 48.39831753094956], [3.127040289744802, 48.40906279200217], [3.127373645181394, 48.406218699450235], [3.135584558234026, 48.40615196708493], [3.139761272191046, 48.37261478754506]]]}";7589089.96922;11648.7445561;77212;1.01;2.03;3.04;8.12;4.06;10.15;16.24;11.16;5.07;1.01;0.0
48.3804873768, 2.02560342192;"{""type"": ""Polygon"", ""coordinates"": [[[2.050739464059512, 48.38543969093106], [2.048928538842711, 48.37869077738339], [2.054726600942274, 48.37741048978385], [2.053090585418076, 48.37310802208593], [2.047274055468277, 48.37298536053092], [2.044119773735597, 48.36069361471337], [2.027696276628951, 48.36095561702309], [2.025208309135321, 48.36613838546561], [2.026246313925039, 48.369463868364356], [2.016275509044671, 48.37021295951967], [2.014577596974227, 48.37612514698755], [2.008906536924326, 48.375387546051066], [2.007670429433641, 48.37580849358226], [2.007668738841855, 48.375809051667225], [1.994611015786115, 48.38241547976332], [1.997586855450877, 48.39079782982938], [2.001830578692658, 48.395498927187624], [2.002422864579007, 48.39539663475931], [2.022648650612073, 48.395688442634565], [2.027918726074302, 48.3975131176631], [2.031144411787344, 48.393633443532835], [2.042924800557827, 48.38970903455748], [2.045632840119487, 48.383709098798], [2.050739464059512, 48.38543969093106]]]}";10597086.19;15019.21717;91131;2.94;3.92;23.54;24.52;40.22;32.37;22.56;36.29;27.46;7.85;2.94
48.3841155141, 2.23054276692;"{""type"": ""Polygon"", ""coordinates"": [[[2.247516470864937, 48.38722312747236], [2.244816971646349, 48.37946954424825], [2.222190694362878, 48.368729999764646], [2.209777258534568, 48.38373398367872], [2.218114341208115, 48.386188960829145], [2.213999868786732, 48.390428971659205], [2.218621616519396, 48.3943905419746], [2.224195632094577, 48.38950437100361], [2.235898817269213, 48.39748266303197], [2.25194892924534, 48.39273886591246], [2.247516470864937, 48.38722312747236]]]}";5419612.08954;10556.9451405;91248;1.06;5.31;10.62;11.68;19.12;5.31;10.62;5.31;3.19;3.19;0.0
48.3680543216, 2.07544817619;"{""type"": ""Polygon"", ""coordinates"": [[[2.09475693873345, 48.384130715295484], [2.116602894186288, 48.36184730356645], [2.103922327561418, 48.36395307231016], [2.093391964402463, 48.359326781373284], [2.094740420607578, 48.35389829183282], [2.072536629300023, 48.340315023811044], [2.061945771804377, 48.3432572192287], [2.055243131653627, 48.359885591229265], [2.044119773735597, 48.36069361471337], [2.047274055468277, 48.37298536053092], [2.053090585418076, 48.37310802208593], [2.054726600942274, 48.37741048978385], [2.048928538842711, 48.37869077738339], [2.050739464059512, 48.38543969093106], [2.071396543532756, 48.39282789737204], [2.09475693873345, 48.384130715295484]]]}";17142791.7708;18539.5751032;91294;9.73;28.22;36.97;41.84;60.32;56.43;55.46;43.78;40.86;13.62;0.97
48.3717855211, 2.24385397825;"{""type"": ""Polygon"", ""coordinates"": [[[2.258555417509144, 48.37279855580566], [2.253566696895719, 48.36151859651206], [2.244155832765855, 48.364613639822856], [2.236074012287024, 48.36387835403314], [2.23610701780847, 48.36086594974891], [2.229710972379905, 48.36089604584467], [2.230538811498652, 48.36744170974768], [2.222190694362878, 48.368729999764646], [2.244816971646349, 48.37946954424825], [2.247516470864937, 48.38722312747236], [2.252401451730287, 48.388584725773235], [2.253461089053751, 48.3764458154795], [2.258555417509144, 48.37279855580566]]]}";3689577.62645;10101.2539101;91075;1.0;9.0;1.0;3.0;8.0;4.0;5.0;0.0;8.0;3.0;0.0
48.356994814, 2.40703553575;"{""type"": ""Polygon"", ""coordinates"": [[[2.427896206130729, 48.36337336246691], [2.429782584501041, 48.36186109366167], [2.444022103267708, 48.357217306156684], [2.44074522722816, 48.351600164557105], [2.434787384549765, 48.354258278330974], [2.429553509509091, 48.34749149011373], [2.432768025112896, 48.338096422116294], [2.402379025728581, 48.33289818942398], [2.39234877662147, 48.335943024209], [2.385346893155128, 48.347537393178655], [2.383171623923864, 48.35838308662443], [2.386568233803257, 48.38174381788728], [2.407944885253083, 48.38694788377155], [2.409856519682904, 48.37401558624377], [2.427896206130729, 48.36337336246691]]]}";16024583.698;17780.9124213;91121;6.91;23.7;18.76;23.7;27.65;39.5;42.46;32.59;28.64;5.92;0.0
48.3669086124, 2.34599185532;"{""type"": ""Polygon"", ""coordinates"": [[[2.383171623923864, 48.35838308662443], [2.374902364699587, 48.360877087026644], [2.352609743582089, 48.35725856497266], [2.350020154597488, 48.36091879199404], [2.327258492004395, 48.34943602983306], [2.324545202282216, 48.35662964340682], [2.304619384320909, 48.35257925192839], [2.303200282093234, 48.356373607076264], [2.308684474289806, 48.36946793438325], [2.323164627816057, 48.37316641885815], [2.327023711499555, 48.378742073206766], [2.36151107646983, 48.37657252969744], [2.370274008956377, 48.38076969063968], [2.386568233803257, 48.38174381788728], [2.383171623923864, 48.35838308662443]]]}";13142044.5439;18265.0219608;91273;8.0;30.0;26.0;41.0;60.0;81.0;60.0;33.0;34.0;9.0;2.0
48.3509558725, 2.13719884171;"{""type"": ""Polygon"", ""coordinates"": [[[2.152798602405619, 48.36787397947357], [2.145123719423936, 48.36325713305056], [2.155918503170785, 48.34841958319835], [2.156906279253978, 48.347584874362255], [2.130752820938467, 48.323566669946686], [2.118575016967515, 48.32403836518263], [2.119880309877845, 48.32778168038803], [2.129516160525491, 48.352124021365384], [2.127210984870196, 48.35816262726412], [2.135113601706415, 48.362592257913036], [2.133189806639273, 48.36781336973511], [2.126171237030319, 48.36802531483861], [2.123963169811532, 48.37636610229584], [2.147347862754909, 48.37824216620366], [2.147015592173946, 48.369707848420155], [2.152798602405619, 48.36787397947357]]]}";9180703.78809;16829.4481743;91544;5.92;15.78;16.76;29.58;37.47;43.39;32.54;41.42;29.58;9.86;2.96
48.3597630461, 2.16500353837;"{""type"": ""Polygon"", ""coordinates"": [[[2.178143312945561, 48.36784946575367], [2.188448616421299, 48.36048075383328], [2.155918503170785, 48.34841958319835], [2.145123719423936, 48.36325713305056], [2.152798602405619, 48.36787397947357], [2.161516145112154, 48.3641650043712], [2.169529985776523, 48.36474367202776], [2.170325510782599, 48.36902520771253], [2.178143312945561, 48.36784946575367]]]}";3875085.68049;8912.00510859;91240;6.97;9.95;13.93;8.95;21.89;15.92;15.92;17.91;3.98;1.99;0.0
48.351195931, 2.85813685937;"{""type"": ""Polygon"", ""coordinates"": [[[2.858633718250973, 48.36304021166379], [2.877668277372002, 48.354938347556704], [2.882003500701094, 48.35034929206435], [2.869951574765876, 48.34867123149328], [2.870807140151946, 48.34412595312012], [2.86219952577887, 48.340128654968225], [2.843684386794403, 48.341903831346094], [2.839231258963172, 48.3538658006535], [2.844333249719887, 48.35806949910929], [2.850453459314851, 48.35751128914802], [2.853572677518549, 48.364295445038906], [2.858633718250973, 48.36304021166379]]]}";5024856.52951;9477.55301249;77299;1.0;3.01;8.04;6.03;13.06;12.06;24.12;17.08;17.08;2.01;2.01
48.3350667362, 2.70138943651;"{""type"": ""Polygon"", ""coordinates"": [[[2.720155940825, 48.35276778493486], [2.730759857056012, 48.32345189488052], [2.723760755993433, 48.321569696710576], [2.697050182876492, 48.319661744789066], [2.674180151288843, 48.33120675782009], [2.666192309031342, 48.338783985740555], [2.669946343485007, 48.34555325601913], [2.706344787701593, 48.346015500684636], [2.711889191708025, 48.3532541440799], [2.720155940825, 48.35276778493486]]]}";11308634.68;14075.7189656;77048;29.67;71.54;71.59;86.96;163.68;205.63;216.88;172.89;127.88;51.15;14.32
48.3413484469, 2.75085241672;"{""type"": ""Polygon"", ""coordinates"": [[[2.793960886679058, 48.34743052665156], [2.794005670512739, 48.343455662250875], [2.784046883952709, 48.33545624296855], [2.774655523559954, 48.3411492970003], [2.764562982190057, 48.33761794784065], [2.745458418665025, 48.33355213894321], [2.742322047132545, 48.32426525618353], [2.730759857056012, 48.32345189488052], [2.720155940825, 48.35276778493486], [2.793960886679058, 48.34743052665156]]]}";9053328.45019;15640.3799424;77312;35.0;107.0;121.0;109.0;159.0;210.0;236.0;209.0;160.0;48.0;11.0
48.291176655, 3.0048216348;"{""type"": ""Polygon"", ""coordinates"": [[[3.00874410716635, 48.30928938928533], [3.015949034790052, 48.30777144795826], [3.017810742979097, 48.30390238121328], [3.027554667343774, 48.302826960329455], [3.018633289179934, 48.29498572041307], [3.029705877399783, 48.285817697252845], [3.024666908413459, 48.27599266312126], [3.011307234550646, 48.27528204640067], [3.007338525745603, 48.26557577182575], [2.989312691248171, 48.273505065765164], [2.992874770571957, 48.27911373775381], [2.985233361586094, 48.278906138774914], [2.991705298160203, 48.29586470550141], [2.989565843594526, 48.30338591842313], [2.981924941676927, 48.3045539336789], [2.981389443940131, 48.30799216533899], [2.988225421268201, 48.315398798983324], [3.00874410716635, 48.30928938928533]]]}";11470207.5022;16654.0795365;77158;4.1;11.26;12.29;5.12;7.17;15.36;19.46;13.31;18.43;3.07;2.05
48.2874662765, 2.4530383826;"{""type"": ""Polygon"", ""coordinates"": [[[2.502929306651926, 48.28758994179909], [2.502894292208544, 48.285153084265566], [2.489184481099703, 48.282690664892], [2.473617480518136, 48.270571184567494], [2.41973380629547, 48.2668383746558], [2.420340806852482, 48.29965065557191], [2.458745086264633, 48.31396710456338], [2.473927409896881, 48.295254586541425], [2.492185820991191, 48.29475419651861], [2.502929306651926, 48.28758994179909]]]}";19837173.0256;18873.9320883;77060;7.04;20.11;27.14;36.19;46.25;58.31;62.32;60.32;38.2;7.04;1.01
48.2890427707, 2.7741044181;"{""type"": ""Polygon"", ""coordinates"": [[[2.805556305719759, 48.2918096060774], [2.807826200037483, 48.28814024726531], [2.797475503505082, 48.28347094595439], [2.79495135134168, 48.275567920400555], [2.751859219793989, 48.275770565297535], [2.738441173793617, 48.29420850654422], [2.741940343438495, 48.295311059947885], [2.782747643757621, 48.30454533609803], [2.794728448063533, 48.30286076350999], [2.805556305719759, 48.2918096060774]]]}";11706044.8507;13599.24344;77340;7.27;19.72;20.76;35.21;46.63;49.82;49.82;48.78;31.14;8.3;2.08
48.2719807621, 2.86946186131;"{""type"": ""Polygon"", ""coordinates"": [[[2.889837837468622, 48.286266508401795], [2.900953852815489, 48.28626544857396], [2.900059143436895, 48.271351445745864], [2.887390483612866, 48.26580269528262], [2.893179081521768, 48.26067560178078], [2.884211295176448, 48.25337267250861], [2.860463571778631, 48.25771181479053], [2.837135598089193, 48.25185573331511], [2.845260171154135, 48.26304189407555], [2.836840173555041, 48.272251757478074], [2.840171783445685, 48.28480833458457], [2.849446700462223, 48.28002758691849], [2.85832641250286, 48.28147065608505], [2.871391856773008, 48.29385507457655], [2.889837837468622, 48.286266508401795]]]}";14218327.4417;17884.2625018;77504;8.05;28.17;36.22;36.22;49.3;67.4;62.37;71.43;49.3;19.11;2.01
48.2542335158, 2.81330949414;"{""type"": ""Polygon"", ""coordinates"": [[[2.837135598089193, 48.25185573331511], [2.831877405571331, 48.24294053292244], [2.836079009838346, 48.23765250416775], [2.828796915434777, 48.23354803196249], [2.809210517450929, 48.24045693857481], [2.774377637011175, 48.24731467112175], [2.776090869553346, 48.2523257315334], [2.794460624466778, 48.26605598388244], [2.836840173555041, 48.272251757478074], [2.845260171154135, 48.26304189407555], [2.837135598089193, 48.25185573331511]]]}";13311350.3428;15195.6916715;77329;3.0;26.0;26.0;35.0;46.0;42.0;28.0;47.0;24.0;5.0;2.0
48.2462949354, 2.60224917546;"{""type"": ""Polygon"", ""coordinates"": [[[2.633411296809397, 48.24648762210023], [2.630291721046274, 48.24484121483538], [2.626069826382783, 48.2410933704387], [2.619346439298499, 48.24241430981694], [2.617757044193258, 48.235026657966166], [2.605531355759326, 48.23427416418226], [2.585831152636436, 48.232539051097724], [2.57047050895438, 48.246240237514996], [2.574072225202218, 48.25345346691878], [2.581751927773981, 48.254426142944105], [2.630310995056398, 48.259678419175295], [2.628504491533586, 48.250052378719474], [2.633630239691677, 48.25164860925215], [2.633411296809397, 48.24648762210023]]]}";9587803.0919;13603.6791226;77112;1.99;2.99;8.96;13.94;22.9;16.92;7.96;11.95;18.91;3.98;1.0
48.2199183884, 2.82483831573;"{""type"": ""Polygon"", ""coordinates"": [[[2.828796915434777, 48.23354803196249], [2.856063387789977, 48.221510960806256], [2.861914314790045, 48.217383369626674], [2.825385110860461, 48.20238658610705], [2.807864928668933, 48.20889062096009], [2.793303275143005, 48.21720540963873], [2.805517687949629, 48.22843163932564], [2.809210517450929, 48.24045693857481], [2.828796915434777, 48.23354803196249]]]}";11103332.7376;13706.0666267;77387;3.0;16.0;14.0;23.0;39.0;42.0;35.0;28.0;10.0;6.0;0.0
48.2049135571, 2.60039194441;"{""type"": ""Polygon"", ""coordinates"": [[[2.637287723427441, 48.217036752068104], [2.639102752506395, 48.212319977088875], [2.628264199911647, 48.20626982527076], [2.626254290303663, 48.20221132759555], [2.625458858073026, 48.19562132902562], [2.607758721894958, 48.195503462397596], [2.595583147753117, 48.171208464486874], [2.585752825601079, 48.17320895928045], [2.577874596508709, 48.18997844888994], [2.570960624438215, 48.19249289435599], [2.563293177472244, 48.204054534344614], [2.579983339860628, 48.208929350070946], [2.587506443395939, 48.20411098577371], [2.595546530744539, 48.2085618624175], [2.589846310068236, 48.217342234861356], [2.594154961297241, 48.22318637230337], [2.584387666486748, 48.22639156398352], [2.585831152636436, 48.232539051097724], [2.605531355759326, 48.23427416418226], [2.605331195320523, 48.227035897406545], [2.612121023948822, 48.23078724689549], [2.624640492290593, 48.21715071644464], [2.629459361990774, 48.21979100028566], [2.637287723427441, 48.217036752068104]]]}";17299195.7339;23693.0945928;77011;4.96;17.87;23.83;31.77;41.7;50.63;47.65;33.75;33.75;6.95;0.0
48.2054097723, 2.70061439044;"{""type"": ""Polygon"", ""coordinates"": [[[2.717311893901935, 48.19823497784082], [2.689554612786537, 48.18345220753907], [2.688278032168564, 48.200910003761756], [2.694723761918592, 48.201294351423805], [2.695272349057089, 48.20466468571808], [2.683921285265376, 48.22256779667835], [2.697722170472237, 48.22364845713688], [2.698231638849063, 48.21963628113837], [2.70959619825226, 48.221582226956194], [2.717311893901935, 48.19823497784082]]]}";6265754.14279;12606.1290885;77267;5.0;8.0;13.0;18.0;30.0;21.0;25.0;24.0;21.0;5.0;1.0
48.1814066076, 2.55678746612;"{""type"": ""Polygon"", ""coordinates"": [[[2.570960624438215, 48.19249289435599], [2.577874596508709, 48.18997844888994], [2.585752825601079, 48.17320895928045], [2.595583147753117, 48.171208464486874], [2.576996899982337, 48.16668180585859], [2.554672239000957, 48.16714101909822], [2.536685332255982, 48.17007895918394], [2.533748275832256, 48.18901249966943], [2.520051209150452, 48.19436803984935], [2.522783791863075, 48.198661772251356], [2.570960624438215, 48.19249289435599]]]}";11176368.2273;15267.5923244;77009;1.07;4.28;5.35;9.64;10.71;4.28;10.71;8.57;12.85;2.14;3.21
48.1622154597, 2.53394012643;"{""type"": ""Polygon"", ""coordinates"": [[[2.554672239000957, 48.16714101909822], [2.552501719764909, 48.15309962725992], [2.566915214354955, 48.15188402786549], [2.570627033691446, 48.140951034212016], [2.537306040046153, 48.140296217849986], [2.505910171945284, 48.156560618109104], [2.516926172645607, 48.166722443887174], [2.512087754996059, 48.170749568352065], [2.515301592347889, 48.1748268947634], [2.507225047932458, 48.17974014985987], [2.516293149808915, 48.18770860956857], [2.516528015366251, 48.19251226145727], [2.520051209150452, 48.19436803984935], [2.533748275832256, 48.18901249966943], [2.536685332255982, 48.17007895918394], [2.554672239000957, 48.16714101909822]]]}";14159995.8323;19271.792765;77207;1.95;3.9;13.64;10.72;15.59;13.64;14.61;14.61;3.9;0.97;1.95
49.1745472318, 2.11352663804;"{""type"": ""Polygon"", ""coordinates"": [[[2.157974665253938, 49.17258279263815], [2.147851341695284, 49.16576811715244], [2.137613398432304, 49.17446476226508], [2.129308738401972, 49.176014804654805], [2.125880014952393, 49.15987563967582], [2.117258021148858, 49.15307897920257], [2.086907042614069, 49.16061583181994], [2.087086687164614, 49.16305325318469], [2.077314969722668, 49.1620064270626], [2.072857883666022, 49.169801968857904], [2.0761517261241, 49.173262458579764], [2.076160028383422, 49.17327312189704], [2.088333178332139, 49.18890263561243], [2.09525048335421, 49.190129794757276], [2.109268565798804, 49.19101269367032], [2.113281126425403, 49.18662313238608], [2.127821998858602, 49.1934849250102], [2.139388351292153, 49.1846622113312], [2.146833024559674, 49.18806832876914], [2.15203673566948, 49.1835807433757], [2.162720580933911, 49.179396090126815], [2.157974665253938, 49.17258279263815]]]}";16432824.7936;20147.8265636;95023;12.0;23.0;23.0;29.0;48.0;62.0;50.0;48.0;40.0;10.0;3.0
49.170567818, 1.68586914306;"{""type"": ""Polygon"", ""coordinates"": [[[1.711994556738972, 49.178360199144294], [1.718695698568039, 49.173414382591275], [1.709031210018835, 49.17191404270137], [1.706021935918372, 49.16482904978805], [1.698435311911524, 49.167179226090354], [1.678735102603883, 49.15633030996351], [1.671466140134546, 49.1585096760899], [1.664025525802428, 49.154113670370954], [1.66060519453078, 49.1575828675076], [1.670193954317467, 49.16946479248734], [1.666144587370573, 49.17678850603155], [1.671686110887762, 49.18087659231108], [1.680810261297564, 49.182826608453354], [1.711994556738972, 49.178360199144294]]]}";7022854.64242;12537.0753065;95429;6.01;19.04;11.02;22.05;27.06;30.07;40.09;30.07;20.05;5.01;5.01
49.0018968801, 2.35009428626;"{""type"": ""Polygon"", ""coordinates"": [[[2.363439483105893, 49.009581947821495], [2.369950597384002, 48.99519182630197], [2.36624379865834, 48.98971624650261], [2.36094038963494, 48.98666894249809], [2.35047560893788, 48.99327136554094], [2.337342807974116, 48.99277758616774], [2.331438939116798, 48.99564615355937], [2.331424601604253, 49.00170727045129], [2.320680225133219, 49.005564156416696], [2.321950054820706, 49.01022257440208], [2.345271050285965, 49.00570885647489], [2.349729049250641, 49.012803724659754], [2.363513517797605, 49.02014842145827], [2.363439483105893, 49.009581947821495]]]}";6191640.44364;12613.2596291;95539;211.67;657.41;1071.78;953.73;902.53;973.6;921.59;939.33;617.75;119.49;18.47
49.0071798468, 2.79496109687;"{""type"": ""Polygon"", ""coordinates"": [[[2.806326399473948, 49.01470169101553], [2.809718543786107, 48.99192659103068], [2.806563321286515, 48.993531336387846], [2.785276526416393, 49.00466007770165], [2.77277118862533, 49.00799083293921], [2.774503917784968, 49.01225585411748], [2.800884361902972, 49.01755665794464], [2.806326399473948, 49.01470169101553]]]}";3847561.86899;8831.23591529;77366;0.98;11.81;11.81;21.65;18.7;18.7;11.81;16.73;13.78;2.95;0.0
49.0033231121, 1.87039050348;"{""type"": ""Polygon"", ""coordinates"": [[[1.8587295581598, 49.01389255556486], [1.864389224948962, 49.01433711136023], [1.879630087546871, 49.012790896743425], [1.887717974031303, 48.99831734628995], [1.880585227231912, 48.993684751973774], [1.875337945178008, 48.992161887367445], [1.864593251533929, 48.989653977529], [1.852128492165927, 49.01644576286707], [1.8587295581598, 49.01389255556486]]]}";4532059.79355;8923.54640754;78403;25.96;68.89;86.86;100.84;118.81;112.82;147.76;132.78;106.83;20.97;4.99
48.9900156179, 2.38145196404;"{""type"": ""Polygon"", ""coordinates"": [[[2.408061257392805, 48.99195504091866], [2.401243788896481, 48.98262456444648], [2.382173725824103, 48.971203903979784], [2.375686000547679, 48.97200665565056], [2.365797401232549, 48.97402398017388], [2.364078852030814, 48.97890747709485], [2.36624379865834, 48.98971624650261], [2.369950597384002, 48.99519182630197], [2.363439483105893, 49.009581947821495], [2.379833715835176, 49.01372262326998], [2.381751174069084, 49.00245395384576], [2.408061257392805, 48.99195504091866]]]}";8740538.98047;13183.4558955;95585;906.07;3304.07;3659.4;3448.31;3206.29;3283.43;3207.32;3046.01;2130.87;552.22;167.26
49.0041761906, 2.46924262881;"{""type"": ""Polygon"", ""coordinates"": [[[2.490616095813473, 49.0102373486595], [2.488185824044545, 49.002290954799804], [2.483776577355561, 48.9995718744281], [2.47881297418159, 48.9939935981875], [2.466350567306208, 48.994368063966085], [2.461287675647858, 48.99725136389218], [2.465316253468969, 49.00131166408283], [2.444016945457588, 49.0055241758218], [2.443020668735195, 49.01263838807059], [2.469531047824852, 49.00830325076349], [2.478698935404618, 49.01145773983472], [2.490616095813473, 49.0102373486595]]]}";4093457.08285;10064.1592804;95612;75.91;257.4;253.34;246.7;280.54;273.71;310.12;271.12;129.5;19.28;9.17
49.0014339856, 2.28883893925;"{""type"": ""Polygon"", ""coordinates"": [[[2.290055865838723, 48.99686876551995], [2.280952261792769, 48.998231591942], [2.283079141642086, 49.003016752278846], [2.291523170230313, 49.006383684265145], [2.297212001522968, 49.003427173755114], [2.290055865838723, 48.99686876551995]]]}";733691.930235;3388.32703333;95369;17.72;85.19;104.93;186.74;196.61;201.51;179.61;198.85;181.38;45.19;7.08
48.9883671787, 2.30055486748;"{""type"": ""Polygon"", ""coordinates"": [[[2.307055428183166, 48.977324188840115], [2.304144165463101, 48.97942770273307], [2.297699238437266, 48.974983268506676], [2.291686882237987, 48.97677061916136], [2.284368770397113, 48.98559839058659], [2.292940350784883, 48.99597063048731], [2.311140961883038, 49.00209121663498], [2.316664172444165, 48.99899881187324], [2.310981856340939, 48.99270274754233], [2.313921304100212, 48.98980770456996], [2.307132213558787, 48.985948259666536], [2.312435022812257, 48.98336858647374], [2.307055428183166, 48.977324188840115]]]}";4098255.75104;9060.19144718;95598;171.49;658.69;885.64;1032.65;1208.4;1091.58;1094.11;1073.4;919.6;241.61;74.04
48.9152536748, 2.79247928285;"{""type"": ""Polygon"", ""coordinates"": [[[2.805544440967739, 48.917545188979254], [2.806774043045746, 48.91482427127221], [2.801398629062275, 48.90757995685315], [2.794253362571255, 48.90821208621788], [2.792466901932539, 48.90356011940601], [2.774979493671967, 48.902099747219324], [2.775584612392717, 48.910379907569414], [2.793270857095604, 48.92276581546491], [2.790327674202242, 48.92923446119331], [2.802494691036129, 48.93281867425038], [2.805544440967739, 48.917545188979254]]]}";4221211.13991;9820.48024511;77248;11.85;18.32;28.02;44.18;51.73;52.8;59.27;42.03;46.34;10.78;0.0
48.911824806, 2.66119334097;"{""type"": ""Polygon"", ""coordinates"": [[[2.670878252902054, 48.923270170657034], [2.671713126610218, 48.91755724996071], [2.687862520762044, 48.910854051284666], [2.693023228243094, 48.899929712267394], [2.682343986406404, 48.900088405475366], [2.675822973693165, 48.89595323484412], [2.657351108198281, 48.897382459001044], [2.642484156064631, 48.903224054657166], [2.636722452738201, 48.90548708376342], [2.635803800804819, 48.90924850917168], [2.64477560891485, 48.93042986707233], [2.663013696875641, 48.93096380945894], [2.666443683579734, 48.923870362352496], [2.670878252902054, 48.923270170657034]]]}";10177557.0687;13246.2080542;77517;25.14;59.32;55.3;98.54;111.61;149.82;113.62;117.64;91.5;12.07;4.02
48.9165765099, 2.60268827245;"{""type"": ""Polygon"", ""coordinates"": [[[2.616244459686621, 48.92459459071308], [2.612380799291534, 48.90463111050151], [2.592384561756744, 48.90771715308023], [2.588627118401906, 48.92003669894983], [2.592732903359778, 48.92502761853115], [2.602446089987816, 48.92946593465127], [2.602776509373451, 48.92745076596151], [2.604986237179915, 48.92564562424009], [2.605427274046947, 48.92565653316916], [2.609185050972869, 48.925748808617115], [2.614635694988149, 48.924572377460024], [2.616244459686621, 48.92459459071308]]]}";3893586.24977;7967.53308214;77139;84.15;271.19;256.1;327.7;455.81;484.33;441.66;445.86;343.56;52.46;11.53
48.9063664148, 1.78332580735;"{""type"": ""Polygon"", ""coordinates"": [[[1.804629782154905, 48.91211415833997], [1.805646664107746, 48.89868339108238], [1.783085727532397, 48.891372875369164], [1.7707444013128, 48.89606067550269], [1.759372306809655, 48.90048226426636], [1.761266992903769, 48.908837332312594], [1.784822725116163, 48.9252848347697], [1.799410331812864, 48.911550150774225], [1.804629782154905, 48.91211415833997]]]}";7792924.13806;11057.1305556;78325;10.11;25.29;25.29;16.2;49.58;51.63;29.36;45.54;32.39;7.09;3.04
